순위,선수ID,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
67,68050,강백호,KT,우익수,72,72,585 1/3,3,0,131,5,1,0.978,0,0,0,-
70,79847,김태훈,SK,투수,71,0,69 2/3,0,0,3,6,0,1.000,0,0,0,-
70,61457,임현준,삼성,투수,71,0,42 1/3,0,0,2,3,0,1.000,0,0,0,-
70,65060,주권,KT,투수,71,0,75 1/3,0,0,4,15,2,1.000,0,0,0,-
70,78813,모창민,NC,1루수,71,63,545,5,0,489,39,56,0.991,0,0,0,-
74,63704,노수광,SK,좌익수,70,40,402,3,0,99,5,0,0.972,0,0,0,-
74,62931,노진혁,NC,유격수,70,61,497,2,0,80,165,29,0.992,0,0,0,-
76,62242,윤명준,두산,투수,69,0,68 1/3,0,0,6,10,2,1.000,0,0,0,-
77,76267,최주환,두산,2루수,68,64,474,2,0,94,168,36,0.992,0,0,0,-
78,61353,고종욱,SK,좌익수,67,65,524 2/3,3,0,113,0,0,0.974,0,0,0,-
78,62951,이형범,두산,투수,67,0,61,2,0,3,12,1,0.882,0,0,0,-
78,73738,안영명,한화,투수,67,0,62,0,0,6,5,0,1.000,0,0,0,-
78,76430,김태혁,키움,투수,67,0,56 2/3,0,1,2,7,1,1.000,0,0,0,-
78,79334,장영석,키움,3루수,67,63,511,7,0,31,117,8,0.955,0,0,0,-
78,79358,강윤구,NC,투수,67,0,56 1/3,0,0,1,6,0,1.000,0,0,0,-
78,73213,손시헌,NC,유격수,67,35,344 1/3,4,0,54,138,31,0.980,0,0,0,-
85,67304,김혜성,키움,유격수,66,43,426,9,0,63,145,21,0.959,0,0,0,-
86,67119,고우석,LG,투수,65,0,71,1,0,2,2,1,0.800,0,0,0,-
86,63963,권희동,NC,우익수,65,57,498,3,0,101,1,0,0.971,0,0,0,-
86,74465,박석민,NC,3루수,65,61,475 1/3,11,0,45,77,12,0.917,0,0,0,-
86,76849,이명기,NC,좌익수,65,45,400 2/3,0,0,97,0,0,1.000,0,0,0,-
86,76849,이명기,NC,우익수,65,49,419 2/3,1,0,109,0,0,0.991,0,0,0,-
91,67304,김혜성,키움,2루수,63,50,437 1/3,5,0,107,153,31,0.981,0,0,0,-
91,64646,박찬호,KIA,유격수,63,41,379 1/3,5,0,85,136,31,0.978,0,0,0,-
91,67421,최지광,삼성,투수,63,0,68,0,0,3,11,1,1.000,0,0,0,-
91,73801,송은범,LG,투수,63,0,60,2,0,4,10,1,0.875,0,0,0,-
95,66706,장진혁,한화,중견수,62,31,350 1/3,0,0,104,3,0,1.000,0,0,0,-
95,78168,서건창,키움,2루수,62,61,481,6,0,106,163,35,0.978,0,0,0,-
95,75340,전유수,KT,투수,62,1,66 1/3,1,0,2,8,1,0.909,0,0,0,-
95,64995,배재환,NC,투수,62,0,54 1/3,0,0,2,6,0,1.000,0,0,0,-
99,73209,나주환,SK,2루수,61,49,399,1,0,96,154,38,0.996,0,0,0,-
99,69813,하재훈,SK,투수,61,0,59,0,0,2,8,0,1.000,0,0,0,-
99,67266,박치국,두산,투수,61,0,52,1,1,2,9,0,0.917,0,0,0,-
99,63248,함덕주,두산,투수,61,0,54 2/3,0,0,1,9,1,1.000,0,0,0,-
99,67703,박상원,한화,투수,61,0,59,0,1,3,7,0,1.000,0,0,0,-
99,68730,호잉,한화,중견수,61,57,433 2/3,0,0,132,2,0,1.000,0,0,0,-
99,62363,한현희,키움,투수,61,0,58,4,1,4,11,2,0.789,0,0,0,-
99,69442,김도환,삼성,포수,61,30,299 2/3,1,0,202,16,2,0.995,2,21,4,16.0
99,77927,장필준,삼성,투수,61,0,69 2/3,0,0,6,13,0,1.000,0,0,0,-
108,79545,진명호,롯데,투수,60,0,63 1/3,0,0,6,9,1,1.000,0,0,0,-
108,76118,원종현,NC,투수,60,0,60,1,0,3,7,0,0.909,0,0,0,-
110,68639,하준영,KIA,투수,59,0,52 2/3,1,1,5,9,0,0.933,0,0,0,-
111,66917,김찬형,NC,유격수,58,36,340,3,0,62,106,22,0.982,0,0,0,-
111,62025,이원재,NC,1루수,58,42,369,4,0,351,20,24,0.989,0,0,0,-
113,72447,권혁,두산,투수,57,0,36 2/3,0,0,3,6,1,1.000,0,0,0,-
113,74857,정우람,한화,투수,57,0,58 1/3,1,0,2,5,0,0.875,0,0,0,-
113,74359,오주원,키움,투수,57,0,54 1/3,0,0,4,14,2,1.000,0,0,0,-
113,66609,전상현,KIA,투수,57,0,60 2/3,0,0,3,4,1,1.000,0,0,0,-
117,77243,허도환,SK,포수,56,22,242 1/3,2,1,218,19,3,0.992,0,21,4,16.0
117,69652,터커,KIA,우익수,56,53,433,2,0,96,1,0,0.980,0,0,0,-
117,69159,정우영,LG,투수,56,0,65 1/3,0,0,9,11,0,1.000,0,0,0,-
120,66864,안상현,SK,2루수,55,16,250 2/3,6,0,53,92,18,0.960,0,0,0,-
120,73248,김승회,두산,투수,55,0,58 2/3,0,2,7,9,0,1.000,0,0,0,-
120,60768,이태양,한화,투수,55,1,66 2/3,3,0,4,9,1,0.813,0,0,0,-
120,63628,고영창,KIA,투수,55,0,54,2,1,1,7,1,0.800,0,0,0,-
120,64504,오윤석,롯데,1루수,55,26,291,3,0,231,23,26,0.988,0,0,0,-
125,62234,류지혁,두산,유격수,54,26,266,8,0,43,77,21,0.938,0,0,0,-
125,73136,이성열,한화,우익수,54,49,388,3,0,91,3,0,0.969,0,0,0,-
125,61456,윤영삼,키움,투수,54,0,62 2/3,1,0,3,6,0,0.900,0,0,0,-
125,65643,문경찬,KIA,투수,54,0,55,0,0,2,0,0,1.000,0,0,0,-
125,73117,우규민,삼성,투수,54,0,59,2,0,3,7,3,0.833,0,0,0,-
130,75321,손승락,롯데,투수,53,0,52 2/3,1,0,3,9,0,0.923,0,0,0,-
130,77463,채태인,롯데,1루수,53,45,342 1/3,1,0,338,25,30,0.997,0,0,0,-
130,71184,이성우,LG,포수,53,19,210,3,0,143,16,0,0.981,0,23,8,25.8
130,69901,스몰린스키,NC,우익수,53,52,455 2/3,3,0,135,3,1,0.979,0,0,0,-
130,63950,장현식,NC,투수,53,0,54 2/3,1,0,3,7,0,0.909,0,0,0,-
135,75808,정근우,한화,중견수,52,46,352 1/3,2,0,88,2,0,0.978,0,0,0,-
135,65357,송성문,키움,3루수,52,44,389 1/3,4,0,27,77,12,0.963,0,0,0,-
135,67341,이정후,키움,우익수,52,29,282,0,0,67,3,2,1.000,0,0,0,-
135,60634,임기준,KIA,투수,52,0,36 2/3,2,0,3,8,1,0.846,0,0,0,-
135,65515,강로한,롯데,유격수,52,28,261 2/3,12,0,45,78,25,0.911,0,0,0,-
135,62802,박승욱,KT,1루수,52,25,252 1/3,2,0,265,21,27,0.993,0,0,0,-
135,65058,정성곤,KT,투수,52,0,53 2/3,0,0,4,4,2,1.000,0,0,0,-
135,62931,노진혁,NC,3루수,52,31,301,3,0,19,82,12,0.971,0,0,0,-
143,69569,윌슨,롯데,3루수,51,48,415,4,0,35,70,8,0.963,0,0,0,-
143,79198,윤진호,LG,2루수,51,0,101,0,0,25,41,11,1.000,0,0,0,-
143,74339,유한준,KT,우익수,51,48,382 2/3,2,0,81,4,1,0.977,0,0,0,-
143,68912,김형준,NC,포수,51,31,286 2/3,1,0,216,22,2,0.996,2,15,10,40.0
147,61554,김민하,한화,좌익수,50,25,257 2/3,2,0,64,3,0,0.971,0,0,0,-
147,67828,김성민,키움,투수,50,0,56 1/3,0,0,3,8,1,1.000,0,0,0,-
147,64984,김태진,NC,좌익수,50,36,311,0,0,81,3,1,1.000,0,0,0,-
150,62864,김민식,KIA,포수,49,29,260,3,1,204,14,3,0.986,4,22,6,21.4
