순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
38,64560,이창진,KIA,133,16,8,8,50.0,3,1
38,66606,최원준,KIA,90,12,8,4,66.7,4,0
38,78513,전준우,롯데,141,10,8,2,80.0,7,1
38,78217,김용의,LG,114,11,8,3,72.7,1,0
46,66864,안상현,SK,65,10,7,3,70.0,2,0
46,78756,오선진,한화,122,9,7,2,77.8,3,0
46,65515,강로한,롯데,104,8,7,1,87.5,3,2
49,76802,김성현,SK,144,8,6,2,75.0,5,0
49,67872,로맥,SK,137,9,6,3,66.7,3,0
49,77248,오재원,두산,98,8,6,2,75.0,1,1
49,62353,박정음,키움,60,11,6,5,54.5,1,0
49,67450,러프,삼성,133,9,6,3,66.7,6,0
49,78135,이형종,LG,120,11,6,5,54.5,4,0
49,62934,김성욱,NC,116,10,6,4,60.0,2,0
49,65905,최승민,NC,24,8,6,2,75.0,0,0
57,67207,이유찬,두산,25,5,5,0,100,0,0
57,61208,정진호,두산,66,7,5,2,71.4,1,0
57,61554,김민하,한화,72,7,5,2,71.4,2,0
57,79456,이지영,키움,106,6,5,1,83.3,2,1
57,78603,김선빈,KIA,121,9,5,4,55.6,5,0
57,64468,박계범,삼성,58,6,5,1,83.3,1,1
63,79608,안치홍,KIA,105,6,4,2,66.7,5,0
63,76368,유재신,KIA,71,7,4,3,57.1,2,0
63,66462,김성훈,삼성,65,7,4,3,57.1,0,2
63,61197,최영진,삼성,96,5,4,1,80.0,1,0
63,69530,아수아헤,롯데,49,6,4,2,66.7,2,1
63,60523,정훈,롯데,88,7,4,3,57.1,2,0
63,67025,로하스,KT,142,8,4,4,50.0,10,1
63,62802,박승욱,KT,101,5,4,1,80.0,6,0
63,76232,양의지,NC,118,7,4,3,57.1,2,1
72,69804,채현우,SK,9,4,3,1,75.0,0,0
72,75847,최정,SK,141,5,3,2,60.0,3,1
72,74206,김재호,두산,130,6,3,3,50.0,5,0
72,78224,김재환,두산,136,4,3,1,75.0,2,0
72,71752,김태균,한화,127,3,3,0,100,6,1
72,69766,유로결,한화,38,3,3,0,100,1,0
72,66702,이시원,한화,14,3,3,0,100,1,0
72,78288,최재훈,한화,135,13,3,10,23.1,2,0
72,70410,김주찬,KIA,100,4,3,1,75.0,4,1
72,66615,류승현,KIA,57,5,3,2,60.0,1,0
72,61204,김동한,롯데,42,5,3,2,60.0,0,0
72,62556,신본기,롯데,121,6,3,3,50.0,1,1
72,76290,김현수,LG,140,4,3,1,75.0,4,0
72,72133,박용택,LG,64,4,3,1,75.0,0,0
72,66108,홍창기,LG,23,3,3,0,100,0,0
72,74339,유한준,KT,139,3,3,0,100,3,0
72,64868,조용호,KT,87,7,3,4,42.9,5,0
72,63963,권희동,NC,116,3,3,0,100,2,0
72,66917,김찬형,NC,76,7,3,4,42.9,3,0
72,78813,모창민,NC,101,5,3,2,60.0,1,0
72,69901,스몰린스키,NC,55,4,3,1,75.0,2,0
93,79465,배영섭,SK,30,2,2,0,100,0,0
93,62884,최항,SK,52,2,2,0,100,0,1
93,75334,오재일,두산,130,3,2,1,66.7,2,0
93,79705,김회성,한화,58,3,2,1,66.7,0,0
93,69737,노시환,한화,91,4,2,2,50.0,0,1
93,68700,이원석,한화,13,2,2,0,100,2,1
93,62356,김규민,키움,94,6,2,4,33.3,1,0
93,65357,송성문,키움,103,3,2,1,66.7,1,0
93,62864,김민식,KIA,53,2,2,0,100,1,1
93,79113,문선재,KIA,29,3,2,1,66.7,1,0
93,62908,황윤호,KIA,57,4,2,2,50.0,3,0
93,66838,김동엽,삼성,60,3,2,1,66.7,4,0
93,75566,이원석,삼성,111,3,2,1,66.7,1,0
93,76509,김문호,롯데,51,2,2,0,100,0,0
93,66508,나경민,롯데,45,2,2,0,100,1,0
93,61566,허일,롯데,71,3,2,1,66.7,0,0
93,69100,구본혁,LG,57,3,2,1,66.7,0,0
93,77564,김민성,LG,107,3,2,1,66.7,2,0
93,78361,전민수,LG,75,3,2,1,66.7,0,0
93,79192,채은성,LG,128,4,2,2,50.0,1,1
93,69165,페게로,LG,52,3,2,1,66.7,0,1
93,64906,강민국,KT,58,2,2,0,100,1,0
93,64007,문상철,KT,33,2,2,0,100,0,0
93,62925,강진성,NC,41,3,2,1,66.7,0,0
93,62947,나성범,NC,23,3,2,1,66.7,4,0
118,73209,나주환,SK,94,3,1,2,33.3,2,2
118,76812,이재원,SK,139,1,1,0,100,3,1
118,63450,정현,SK,27,2,1,1,50.0,0,0
118,63257,김인태,두산,26,2,1,1,50.0,1,0
118,69207,김태근,두산,9,3,1,2,33.3,0,0
118,69209,페르난데스,두산,144,3,1,2,33.3,3,0
118,61700,강경학,한화,52,3,1,2,33.3,0,0
118,62797,양성우,한화,56,1,1,0,100,0,0
118,79365,박동원,키움,112,1,1,0,100,3,0
118,68345,샌즈,키움,139,3,1,2,33.3,5,0
118,64657,박준태,KIA,38,2,1,1,50.0,0,0
118,63722,한승택,KIA,105,1,1,0,100,4,0
118,69605,해즐베이커,KIA,11,2,1,1,50.0,0,0
118,69418,박승규,삼성,14,2,1,1,50.0,0,0
118,66409,이성규,삼성,16,2,1,1,50.0,1,0
118,64493,최선호,삼성,17,1,1,0,100,0,0
118,64501,배성근,롯데,36,1,1,0,100,0,0
118,69569,윌슨,롯데,68,3,1,2,33.3,7,0
118,63593,조홍석,롯데,42,1,1,0,100,0,0
118,68525,한동희,롯데,59,1,1,0,100,1,0
118,65109,백승현,LG,14,1,1,0,100,0,0
118,79198,윤진호,LG,106,2,1,1,50.0,1,0
118,63088,김진곤,KT,19,2,1,1,50.0,2,0
118,64012,송민섭,KT,105,4,1,3,25.0,1,1
118,74465,박석민,NC,112,3,1,2,33.3,4,1
118,69950,베탄코트,NC,53,2,1,1,50.0,1,0
118,73213,손시헌,NC,68,3,1,2,33.3,1,1
118,62025,이원재,NC,94,3,1,2,33.3,4,0
118,76720,정범모,NC,25,2,1,1,50.0,0,0
147,63123,강승호,SK,15,0,0,0,-,0,0
147,69860,김성민,SK,2,0,0,0,-,0,1
147,69825,김창평,SK,18,0,0,0,-,1,0
147,79847,김태훈,SK,1,0,0,0,-,0,0
