순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
17,55267,홍민규,KIA,9.58,11,1,2,0,0,0.333,10 1/3,16,2,5,0,10,11,11,2.03
18,68928,김시훈,KIA,13.50,2,0,0,0,0,-,2,2,0,2,1,2,3,3,2.00
18,66609,전상현,KIA,13.50,4,0,1,0,2,0.000,3 1/3,6,0,1,1,3,5,5,2.10
1,54906,원종해,NC,0.00,10,0,0,0,1,-,7 2/3,2,0,3,2,5,0,0,0.65
2,64995,배재환,NC,0.66,17,2,0,0,6,1.000,13 2/3,10,0,5,0,13,3,1,1.10
3,52992,이준혁,NC,0.93,9,0,0,0,1,-,9 2/3,7,0,6,2,7,4,1,1.34
5,52902,임지민,NC,3.07,16,1,0,1,4,1.000,14 2/3,7,3,6,1,16,5,5,0.89
6,69969,전사민,NC,3.12,11,1,1,0,0,0.500,8 2/3,7,0,3,2,6,3,3,1.15
7,56928,버하겐,NC,3.47,5,1,0,0,0,1.000,23 1/3,22,2,7,0,21,9,9,1.24
8,63959,임정호,NC,3.86,5,0,0,0,0,-,2 1/3,0,0,1,0,2,1,1,0.43
9,67954,김진호,NC,4.66,11,0,1,0,3,0.000,9 2/3,7,1,8,0,7,6,5,1.55
10,56966,테일러,NC,4.91,5,1,2,0,0,0.333,22,15,1,15,4,20,12,12,1.36
11,68902,신민혁,NC,5.11,5,0,2,0,0,0.000,24 2/3,22,6,8,2,13,14,14,1.22
12,68900,김영규,NC,5.25,17,0,1,0,1,0.000,12,12,2,10,1,11,7,7,1.83
13,56911,토다,NC,5.48,5,1,3,0,0,0.250,23,26,1,12,0,15,15,14,1.65
14,65949,류진욱,NC,7.84,12,1,3,3,0,0.250,10 1/3,13,4,4,1,11,9,9,1.65
15,53919,신영우,NC,9.00,4,1,1,0,0,0.500,4,1,1,3,1,4,4,4,1.00
16,53973,목지훈,NC,11.25,4,0,0,0,0,-,4,5,1,5,1,3,5,5,2.50
17,68639,하준영,NC,13.50,1,0,0,0,0,-,2/3,1,1,0,0,2,1,1,1.50
18,54904,손주환,NC,21.60,4,0,0,0,0,-,3 1/3,9,2,3,0,5,9,8,3.60
1,65639,박정수,두산,0.00,2,0,0,0,0,-,2,1,0,2,0,1,0,0,1.50
1,67266,박치국,두산,0.00,4,0,0,0,0,-,2,4,0,1,2,1,0,0,2.50
1,67263,최원준,두산,0.00,2,0,0,0,0,-,2,1,0,1,0,1,0,0,1.00
4,54263,김택연,두산,0.87,9,0,0,3,0,-,10 1/3,5,1,6,0,11,1,1,1.06
6,52202,윤태호,두산,1.93,11,1,0,1,1,1.000,9 1/3,7,0,6,0,7,2,2,1.39
7,52043,벤자민,두산,2.31,2,0,0,0,0,-,11 2/3,13,1,3,0,12,3,3,1.37
8,68830,김정우,두산,2.38,11,0,1,0,2,0.000,11 1/3,6,0,5,3,12,3,3,0.97
11,55215,양재훈,두산,4.26,13,0,1,0,1,0.000,12 2/3,12,1,9,2,15,8,6,1.66
12,51264,최승용,두산,4.62,5,0,3,0,0,0.000,25 1/3,25,0,9,0,15,16,13,1.34
13,66291,이영하,두산,4.82,6,2,1,0,0,0.667,9 1/3,10,1,8,0,13,5,5,1.93
14,50234,플렉센,두산,5.40,2,0,2,0,0,0.000,5,2,1,6,2,3,4,3,1.60
15,52204,이병헌,두산,8.03,17,0,1,0,3,0.000,12 1/3,21,1,5,0,11,13,11,2.11
16,53259,최준호,두산,9.00,1,0,0,0,0,-,1,2,0,0,0,1,1,1,2.00
17,56218,타무라,두산,10.00,10,1,1,0,1,0.500,9,18,2,3,0,9,10,10,2.33
18,77211,이용찬,두산,10.13,7,1,0,0,0,1.000,5 1/3,9,2,2,0,5,6,6,2.06
19,68249,박신지,두산,11.70,8,0,0,0,0,-,10,12,2,7,2,8,13,13,1.90
20,52206,최지강,두산,13.50,6,0,0,0,0,-,4,9,0,3,0,4,9,6,3.00
1,55764,권민규,한화,0.00,3,0,0,0,0,-,4 1/3,5,0,1,0,2,0,0,1.38
1,53706,박재규,한화,0.00,1,0,0,0,0,-,1/3,1,0,0,0,0,0,0,3.00
1,69205,이교훈,한화,0.00,1,0,0,0,0,-,1/3,1,0,1,0,1,2,0,6.00
4,65616,이민우,한화,1.35,7,0,0,0,1,-,6 2/3,6,0,2,1,1,1,1,1.20
5,54768,조동욱,한화,2.08,13,0,1,0,4,0.000,8 2/3,5,0,4,0,8,2,2,1.04
7,76715,류현진,한화,2.96,4,2,1,0,0,0.667,24 1/3,21,3,2,0,20,9,8,0.95
8,56724,화이트,한화,3.86,1,0,1,0,0,0.000,2 1/3,4,0,1,0,2,1,1,2.14
9,63765,김종수,한화,4.09,14,0,0,0,3,-,11,9,1,4,1,11,5,5,1.18
9,56760,쿠싱,한화,4.09,8,1,1,1,0,0.500,11,10,1,4,0,12,5,5,1.27
11,56769,강건우,한화,4.50,5,0,0,0,0,-,8,14,1,6,1,6,5,4,2.50
11,52731,박준영,한화,4.50,10,0,0,0,0,-,10,9,1,11,2,7,6,5,2.00
13,52701,문동주,한화,4.94,5,1,1,0,0,0.500,23 2/3,26,3,11,3,17,15,13,1.56
15,65117,이상규,한화,6.23,4,0,0,0,0,-,4 1/3,5,0,4,0,5,6,3,2.08
16,54729,황준서,한화,6.57,6,0,2,0,0,0.000,12 1/3,11,1,12,0,14,10,9,1.86
17,55743,정우주,한화,6.94,16,0,0,0,4,-,11 2/3,15,0,11,3,18,9,9,2.23
18,50705,강재민,한화,7.71,2,0,0,0,0,-,2 1/3,2,0,3,2,1,2,2,2.14
19,53754,김서현,한화,9.00,11,1,2,1,0,0.333,8,7,1,14,2,5,8,8,2.63
19,69213,윤산흠,한화,9.00,7,0,0,0,0,-,6,8,1,5,1,5,6,6,2.17
21,67703,박상원,한화,10.80,13,0,1,0,3,0.000,10,17,0,5,0,14,12,12,2.20
22,50710,김범준,한화,13.50,1,0,0,0,0,-,2/3,2,0,0,0,0,1,1,3.00
23,54702,원종혁,한화,19.29,4,1,0,0,0,1.000,2 1/3,7,1,3,0,3,6,5,4.29
24,54705,김도빈,한화,22.50,5,0,1,0,1,0.000,4,3,0,8,2,6,10,10,2.75
25,65056,엄상백,한화,27.00,1,0,0,0,0,-,1/3,2,0,0,1,0,1,1,6.00
1,56318,박준현,키움,0.00,1,1,0,0,0,1.000,5,4,0,4,0,4,0,0,1.60
1,55301,이준우,키움,0.00,4,0,0,0,0,-,5,3,0,2,0,5,0,0,1.00
3,76118,원종현,키움,1.00,8,0,0,0,1,-,9,8,0,1,0,5,3,1,1.00
4,51761,배동현,키움,2.55,6,4,0,0,0,1.000,24 2/3,28,2,6,1,25,7,7,1.38
5,68341,안우진,키움,3.00,3,0,1,0,0,0.000,6,5,0,3,0,7,2,2,1.33
6,55394,박정훈,키움,3.18,13,1,0,0,5,1.000,11 1/3,12,0,9,1,8,4,4,1.85
8,67116,오석주,키움,3.45,8,0,0,0,0,-,15 2/3,14,0,12,2,16,7,6,1.66
9,63512,박진형,키움,3.48,9,1,0,0,1,1.000,10 1/3,10,2,4,0,9,4,4,1.35
10,56348,유토,키움,3.86,15,0,1,5,4,0.000,11 2/3,15,0,5,0,10,5,5,1.71
11,64350,하영민,키움,4.01,5,2,2,0,0,0.500,24 2/3,23,4,15,1,21,14,11,1.54
12,56334,와일스,키움,4.13,4,0,3,0,0,0.000,24,32,2,2,1,17,12,11,1.42
13,51301,김성진,키움,4.35,11,0,1,0,6,0.000,10 1/3,11,0,3,1,9,5,5,1.35
14,67391,김재웅,키움,5.56,11,0,0,5,2,-,11 1/3,11,2,4,0,6,7,7,1.32
15,56345,정다훈,키움,5.79,5,0,0,0,0,-,4 2/3,7,1,2,1,0,3,3,1.93
16,53301,박윤성,키움,7.71,4,0,1,0,1,0.000,2 1/3,2,0,2,0,1,2,2,1.71
17,54362,전준표,키움,10.38,5,0,0,0,0,-,4 1/3,8,1,6,1,4,5,5,3.23
18,55313,정현우,키움,10.80,1,0,1,0,0,0.000,5,5,1,3,0,3,6,6,1.60
19,55377,정세영,키움,12.60,3,0,2,0,0,0.000,10,19,2,5,1,3,16,14,2.40
20,54368,김연주,키움,19.29,1,0,1,0,0,0.000,2 1/3,4,0,3,1,3,6,5,3.00
20,52395,윤석원,키움,19.29,2,0,0,0,0,-,2 1/3,6,1,0,0,1,5,5,2.57
1,55503,이영재,롯데,0.00,1,0,0,0,0,-,2/3,0,0,0,0,1,0,0,0.00
1,54537,정현수,롯데,0.00,2,0,0,0,0,-,2/3,1,0,0,0,2,0,0,1.50
1,68260,현도훈,롯데,0.00,6,1,0,0,0,1.000,9 2/3,5,0,4,0,4,1,0,0.93
7,50556,최준용,롯데,3.27,11,0,1,3,1,0.000,11,7,0,7,0,11,4,4,1.27
9,65522,김강현,롯데,3.86,4,0,0,0,0,-,4 2/3,3,0,3,0,5,2,2,1.29
9,56536,박정민,롯데,3.86,13,1,1,1,4,0.500,14,8,3,8,1,19,6,6,1.14
12,56523,비슬리,롯데,4.44,5,1,2,0,0,0.333,24 1/3,29,1,5,2,32,13,12,1.40
13,68242,정철원,롯데,4.50,9,0,1,0,1,0.000,8,8,1,4,0,5,4,4,1.50
14,68036,최이준,롯데,5.87,8,0,1,0,0,0.000,7 2/3,7,0,6,0,8,6,5,1.70
15,56548,쿄야마,롯데,6.52,9,0,1,0,1,0.000,9 2/3,12,0,9,0,11,8,7,2.17
16,54503,박준우,롯데,7.20,4,0,0,0,0,-,5,7,0,2,1,4,4,4,1.80
17,62528,김원중,롯데,7.45,12,0,2,1,1,0.000,9 2/3,15,1,6,0,3,10,8,2.17
18,56567,신동건,롯데,18.00,1,0,0,0,0,-,1,1,0,4,0,1,2,2,5.00
18,66451,최충연,롯데,18.00,1,0,0,0,0,-,1,3,0,1,0,0,2,2,4.00
20,67588,윤성빈,롯데,19.29,3,0,0,0,0,-,2 1/3,4,0,4,0,1,5,5,3.43
21,52530,이민석,롯데,21.21,4,0,0,0,0,-,4 2/3,8,1,6,1,4,11,11,3.00
