순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
30,79402,김상수,KT,0.266,3,22,27,0.81,2,1.60,4.37,0.038,10.7,0.252
31,50458,김지찬,삼성,0.263,5,29,34,0.85,0,2.25,3.63,0.074,15.1,0.259
32,51907,김주원,NC,0.262,7,22,36,0.61,1,0.56,3.92,0.126,16.4,0.257
33,79231,정수빈,두산,0.258,2,24,25,0.96,2,0.71,4.35,0.067,12.8,0.243
34,53312,김건희,키움,0.256,5,19,14,1.36,1,0.46,4.07,0.090,10.7,0.244
35,78548,장성우,KT,0.256,13,20,24,0.83,4,0.92,4.42,0.300,19.1,0.318
36,56626,카스트로,KIA,0.250,11,25,20,1.25,2,0.18,3.92,0.170,9.0,0.231
37,56006,이강민,KT,0.247,1,25,22,1.14,1,0.22,3.49,0.012,6.2,0.193
38,79109,오지환,LG,0.247,4,26,22,1.18,2,0.67,3.92,0.074,10.4,0.232
39,68912,김형준,NC,0.246,3,12,14,0.86,0,0.38,4.21,0.072,8.0,0.237
40,52605,김도영,KIA,0.245,15,26,33,0.79,4,0.89,3.57,0.343,21.3,0.309
41,56322,브룩스,키움,0.245,6,19,40,0.48,0,0.82,3.87,0.061,12.2,0.229
42,62415,박해민,LG,0.244,5,20,38,0.53,1,0.75,4.11,0.056,11.5,0.222
43,52568,한태양,롯데,0.243,3,19,17,1.12,0,0.35,3.89,0.041,7.9,0.214
44,53827,에레디아,SSG,0.243,8,16,41,0.39,1,0.20,3.62,0.168,11.9,0.229
45,68525,한동희,롯데,0.241,4,26,19,1.37,1,0.22,3.53,0.048,5.5,0.200
46,79365,박동원,LG,0.237,6,18,18,1.00,0,0.50,3.89,0.105,9.7,0.242
47,79192,채은성,한화,0.234,5,26,28,0.93,0,0.40,3.76,0.096,10.5,0.221
48,54944,데이비슨,NC,0.233,9,16,32,0.50,2,0.27,3.85,0.189,12.2,0.244
49,64153,양석환,두산,0.222,4,8,34,0.24,0,0.32,3.82,0.074,8.8,0.200
50,76232,양의지,두산,0.220,6,25,41,0.61,0,1.44,4.01,0.110,13.1,0.236
51,56034,힐리어드,KT,0.215,9,25,25,1.00,0,0.32,3.85,0.187,14.7,0.230
52,78513,전준우,롯데,0.214,4,29,35,0.83,0,0.57,3.71,0.082,7.8,0.196
53,76267,최주환,키움,0.213,5,23,26,0.88,0,0.47,4.10,0.088,5.4,0.198
54,50854,최지훈,SSG,0.208,10,26,35,0.74,2,0.44,4.22,0.198,11.7,0.225
55,74540,강민호,삼성,0.203,3,13,17,0.76,1,0.40,4.38,0.043,5.2,0.202
56,66108,홍창기,LG,0.181,4,29,9,3.22,1,1.00,4.55,0.069,10.7,0.239
57,69737,노시환,한화,0.179,3,14,24,0.58,1,0.26,3.92,0.064,4.8,0.178
58,65207,신민재,LG,0.160,0,41,10,4.10,0,0.59,3.89,0.000,3.4,0.154
59,78224,김재환,SSG,0.110,3,27,22,1.23,0,0.72,3.97,0.085,5.6,0.169
1,79240,허경민,KT,0.522,3,5,4,1.25,0,0.50,3.58,0.217,7.3,0.437
2,69064,강민성,KT,0.500,0,0,1,0.00,1,-,1.50,0.000,0.4,0.350
3,67644,이정훈,KT,0.438,0,2,6,0.33,0,5.00,4.05,0.000,4.7,0.375
4,52001,안현민,KT,0.365,8,8,9,0.89,1,0.75,4.60,0.288,15.6,0.392
5,51003,권동진,KT,0.357,1,3,2,1.50,0,0.50,3.56,0.143,2.9,0.322
6,51013,유준규,KT,0.333,1,2,1,2.00,0,2.00,4.25,0.167,1.9,0.350
8,64504,오윤석,KT,0.302,4,18,14,1.29,1,0.46,3.85,0.063,7.6,0.252
10,53036,류현인,KT,0.282,2,10,13,0.77,1,0.20,3.46,0.051,4.1,0.226
11,64166,배정대,KT,0.270,3,11,5,2.20,1,0.18,3.65,0.081,3.7,0.226
13,64115,장준원,KT,0.261,2,7,6,1.17,2,0.75,3.11,0.174,3.3,0.264
16,64004,김민혁,KT,0.242,1,8,14,0.57,1,0.67,4.14,0.091,3.0,0.212
18,63722,한승택,KT,0.178,1,9,12,0.75,0,0.38,4.39,0.022,3.2,0.186
19,50066,강현우,KT,0.143,0,1,2,0.50,0,0.33,6.00,0.000,0.3,0.148
20,54097,김민석,KT,0.000,0,0,1,0.00,0,-,2.50,0.000,0.3,0.225
20,66706,장진혁,KT,0.000,0,0,1,0.00,0,0.00,4.33,0.000,-0.6,0.000
1,68110,송찬의,LG,0.462,4,6,4,1.50,1,0.25,3.86,0.308,7.3,0.417
6,51100,이영빈,LG,0.300,0,3,0,-,0,0.25,4.18,0.000,1.2,0.239
10,69100,구본혁,LG,0.231,0,13,11,1.18,2,0.33,3.41,0.000,2.3,0.178
12,52103,최원영,LG,0.167,1,3,5,0.60,0,0.00,3.54,0.083,0.4,0.138
14,52154,이주헌,LG,0.118,0,5,4,1.25,0,0.00,3.82,0.000,-0.4,0.083
15,68106,이재원,LG,0.063,0,3,1,3.00,0,0.18,4.47,0.000,0.1,0.111
1,55897,홍대인,SSG,0.750,1,1,0,-,0,-,4.17,0.250,2.3,0.625
2,68868,최준우,SSG,0.667,0,1,0,-,0,-,5.00,0.000,1.3,0.504
3,52804,석정우,SSG,0.500,0,0,0,-,0,1.00,4.67,0.000,0.7,0.425
3,69804,채현우,SSG,0.500,0,1,1,1.00,0,0.00,2.60,0.000,1.4,0.305
6,51868,고명준,SSG,0.365,9,12,14,0.86,2,0.36,3.28,0.270,14.5,0.344
7,66864,안상현,SSG,0.314,4,13,4,3.25,0,1.00,3.80,0.171,6.3,0.315
8,62864,김민식,SSG,0.286,0,2,2,1.00,0,0.00,3.71,0.000,0.5,0.200
10,62934,김성욱,SSG,0.263,2,8,8,1.00,0,0.62,4.38,0.105,7.1,0.270
10,54812,정준재,SSG,0.263,3,17,13,1.31,1,0.58,4.06,0.105,7.7,0.247
12,51865,조형우,SSG,0.260,4,12,18,0.67,1,0.57,3.82,0.080,6.1,0.238
13,60558,오태곤,SSG,0.245,4,9,8,1.13,2,0.15,3.98,0.163,6.4,0.244
16,62895,한유섬,SSG,0.196,1,17,14,1.21,0,1.00,3.85,0.018,6.3,0.224
17,79456,이지영,SSG,0.147,2,18,8,2.25,0,1.33,3.74,0.059,1.5,0.158
19,53893,김민준,SSG,0.000,0,1,0,-,0,0.00,5.00,0.000,-0.2,0.000
19,50868,류효승,SSG,0.000,0,1,1,1.00,0,1.00,4.50,0.000,0.1,0.113
19,52807,임근우,SSG,0.000,0,0,1,0.00,0,-,2.00,0.000,-0.1,0.000
2,67449,김성윤,삼성,0.364,5,9,9,1.00,2,0.67,3.65,0.182,6.8,0.324
3,61404,김헌곤,삼성,0.359,2,7,11,0.64,0,0.14,3.08,0.077,5.2,0.278
4,69442,김도환,삼성,0.333,2,1,2,0.50,0,0.33,4.40,0.444,2.1,0.375
5,65586,전병우,삼성,0.313,7,11,17,0.65,0,0.38,3.93,0.141,10.8,0.296
6,69418,박승규,삼성,0.309,8,14,15,0.93,2,0.89,3.77,0.291,12.6,0.337
8,62404,구자욱,삼성,0.292,4,8,17,0.47,2,0.50,3.94,0.188,8.6,0.278
12,65040,김태훈,삼성,0.200,1,1,2,0.50,0,1.00,3.50,0.200,0.3,0.250
13,69403,양우현,삼성,0.192,1,7,5,1.40,0,0.22,3.71,0.038,1.4,0.170
14,52430,김영웅,삼성,0.171,2,9,11,0.82,1,0.14,4.00,0.049,1.4,0.149
15,66409,이성규,삼성,0.167,0,0,1,0.00,0,0.75,4.18,0.000,1.1,0.242
16,52415,이재현,삼성,0.157,1,13,22,0.59,1,1.00,3.88,0.020,4.4,0.180
17,55438,심재훈,삼성,0.143,0,5,0,-,0,0.00,3.29,0.000,0.0,0.100
18,67005,홍현빈,삼성,0.125,0,2,2,1.00,0,0.00,3.00,0.000,-0.5,0.088
19,62244,박세혁,삼성,0.120,1,9,7,1.29,0,0.50,3.61,0.040,0.7,0.136
20,55440,함수호,삼성,0.063,0,8,2,4.00,0,0.40,3.61,0.000,-0.2,0.091
21,53400,김재상,삼성,0.000,0,1,0,-,0,1.00,3.00,0.000,0.2,0.150
21,52424,김재혁,삼성,0.000,0,2,1,2.00,0,0.00,6.00,0.000,-0.4,0.000
21,53404,류승민,삼성,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.000
21,68463,윤정빈,삼성,0.000,0,0,0,-,0,0.00,4.67,0.000,-0.3,0.000
21,69416,이해승,삼성,0.000,0,3,2,1.50,1,0.17,4.46,0.000,-0.7,0.037
21,55435,차승준,삼성,0.000,0,0,0,-,0,0.00,6.00,0.000,-0.1,0.000
1,67609,박정우,KIA,0.375,0,0,3,0.00,0,0.00,3.44,0.000,0.8,0.263
3,61353,고종욱,KIA,0.300,0,3,2,1.50,0,1.00,4.73,0.000,2.8,0.285
3,66354,주효상,KIA,0.300,0,5,0,-,0,0.50,3.73,0.000,1.2,0.239
6,55636,박재현,KIA,0.292,6,16,20,0.80,1,0.20,3.19,0.111,9.1,0.245
9,50657,박민,KIA,0.281,2,6,12,0.50,0,0.80,4.00,0.125,5.3,0.279
13,66614,김규성,KIA,0.235,2,9,11,0.82,1,0.50,3.45,0.059,3.0,0.207
14,78122,김태군,KIA,0.214,1,5,4,1.25,0,0.00,3.71,0.071,0.3,0.168
15,52634,박상준,KIA,0.176,0,6,2,3.00,0,1.00,4.00,0.000,2.2,0.220
16,52667,윤도현,KIA,0.167,0,5,3,1.67,0,0.14,3.74,0.000,0.2,0.137
17,69636,오선우,KIA,0.154,2,8,4,2.00,0,0.40,4.47,0.231,3.2,0.216
18,68504,이호연,KIA,0.125,0,4,3,1.33,0,0.29,3.95,0.000,0.0,0.150
19,55926,정현창,KIA,0.059,0,3,5,0.60,1,0.11,3.89,0.000,-0.3,0.062
20,64560,이창진,KIA,0.000,0,1,0,-,0,0.00,7.50,0.000,-0.6,0.000
20,52628,한승연,KIA,0.000,0,0,0,-,0,0.00,3.50,0.000,-0.2,0.000
3,63963,권희동,NC,0.333,0,1,0,-,0,2.00,7.00,0.000,1.0,0.353
4,64101,한석현,NC,0.318,2,7,4,1.75,0,0.25,3.12,0.091,3.0,0.259
6,51344,김휘집,NC,0.288,2,10,17,0.59,3,0.40,3.90,0.038,6.8,0.259
7,68904,오영수,NC,0.286,1,3,1,3.00,0,0.33,4.39,0.214,3.0,0.325
10,69992,최정원,NC,0.238,0,19,13,1.46,0,0.44,3.95,0.000,7.2,0.217
12,67905,천재환,NC,0.231,5,14,10,1.40,0,0.67,3.74,0.231,5.3,0.251
13,64022,안중열,NC,0.214,1,6,2,3.00,2,0.33,3.13,0.214,1.0,0.227
14,69995,서호철,NC,0.213,3,18,14,1.29,0,0.31,3.68,0.082,5.0,0.197
15,56949,고준휘,NC,0.200,2,5,4,1.25,0,0.33,3.72,0.267,2.1,0.267
16,56909,신재인,NC,0.159,3,11,18,0.61,0,1.00,4.56,0.159,4.9,0.209
17,66965,도태훈,NC,0.154,0,7,3,2.33,0,3.00,3.69,0.000,0.7,0.179
18,51903,김정호,NC,0.143,0,2,1,2.00,0,0.00,3.71,0.000,-0.1,0.100
19,50902,김한별,NC,0.000,0,1,0,-,0,-,5.00,0.000,-0.1,0.000
19,50996,박시원,NC,0.000,0,1,2,0.50,0,-,4.75,0.000,0.1,0.113
19,51991,오장한,NC,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.2,0.000
19,51996,오태양,NC,0.000,0,1,1,1.00,0,0.00,4.00,0.000,-0.3,0.000
19,50903,한재환,NC,0.000,0,2,1,2.00,0,0.00,2.50,0.000,-1.1,0.000
19,56904,허윤,NC,0.000,0,0,1,0.00,0,0.00,4.33,0.000,0.4,0.000
3,53554,김민석,두산,0.301,9,19,16,1.19,3,0.47,3.90,0.164,12.0,0.281
4,66209,조수행,두산,0.286,0,3,2,1.50,0,-,3.90,0.000,1.1,0.271
7,51203,안재석,두산,0.236,6,13,22,0.59,0,0.75,3.68,0.182,7.3,0.242
8,63123,강승호,두산,0.229,1,12,9,1.33,0,0.19,3.98,0.021,3.6,0.198
11,67207,이유찬,두산,0.214,1,6,10,0.60,1,0.50,4.42,0.036,3.8,0.212
12,50204,박지훈,두산,0.212,2,22,13,1.69,0,1.00,3.73,0.058,5.2,0.210
13,63257,김인태,두산,0.167,1,2,3,0.67,0,0.60,4.50,0.250,2.4,0.273
14,54236,임종성,두산,0.143,1,2,1,2.00,0,0.00,4.00,0.429,0.9,0.207
15,53296,윤준호,두산,0.130,0,9,6,1.50,0,0.50,3.72,0.000,0.8,0.132
16,77532,손아섭,두산,0.111,2,18,6,3.00,0,0.44,4.32,0.111,1.6,0.143
16,50208,오명진,두산,0.111,0,0,5,0.00,0,0.00,3.67,0.000,-0.2,0.078
18,66112,김기연,두산,0.000,0,1,1,1.00,0,0.00,4.00,0.000,-0.3,0.000
1,51762,장규현,한화,1.000,0,0,0,-,0,-,2.00,0.000,0.5,0.700
4,50709,박정현,한화,0.333,0,0,0,-,0,0.00,3.67,0.000,0.3,0.233
5,68700,이원석,한화,0.298,2,17,12,1.42,0,0.36,3.73,0.070,6.8,0.252
7,65703,이도윤,한화,0.283,3,12,14,0.86,0,0.57,3.56,0.065,5.9,0.246
8,64006,심우준,한화,0.269,6,23,11,2.09,0,0.53,4.09,0.149,11.2,0.268
9,62700,하주석,한화,0.265,1,24,8,3.00,1,0.22,3.60,0.015,5.6,0.207
10,50707,최인호,한화,0.250,0,1,4,0.25,0,0.00,4.13,0.000,0.5,0.175
12,54795,황영묵,한화,0.200,1,11,3,3.67,0,2.50,4.44,0.050,2.3,0.225
13,56754,오재원,한화,0.190,1,25,13,1.92,1,0.56,3.73,0.017,2.8,0.166
15,52764,허인서,한화,0.158,2,7,11,0.64,1,0.31,3.96,0.158,4.7,0.196
16,78288,최재훈,한화,0.146,0,14,16,0.88,1,0.25,4.08,0.000,2.5,0.155
17,66657,이진영,한화,0.125,0,3,0,-,0,0.50,5.40,0.000,0.3,0.166
18,66704,김태연,한화,0.111,1,8,9,0.89,0,0.14,3.48,0.111,1.0,0.133
1,64346,임병욱,키움,0.500,1,0,2,0.00,0,-,2.17,0.750,2.1,0.583
2,52348,박찬혁,키움,0.305,1,15,12,1.25,0,0.21,3.61,0.017,6.1,0.238
4,50357,박주홍,키움,0.281,8,20,9,2.22,1,0.41,4.00,0.203,11.4,0.295
6,64340,임지열,키움,0.262,3,11,7,1.57,1,0.23,4.02,0.119,4.0,0.235
9,56326,김지석,키움,0.239,2,19,10,1.90,0,0.14,3.89,0.087,4.6,0.208
10,54394,송지후,키움,0.238,1,5,6,0.83,0,0.40,3.52,0.048,2.3,0.221
11,55392,어준서,키움,0.233,0,16,7,2.29,0,0.30,4.26,0.000,3.3,0.192
12,68362,추재현,키움,0.214,1,4,5,0.80,0,0.50,3.75,0.214,1.0,0.248
14,52305,박수종,키움,0.200,1,3,2,1.50,1,0.00,3.42,0.100,0.9,0.198
14,78756,오선진,키움,0.200,1,10,7,1.43,2,0.29,4.06,0.033,1.4,0.171
16,78135,이형종,키움,0.175,4,10,8,1.25,0,0.27,4.91,0.200,5.0,0.221
17,64984,김태진,키움,0.167,0,0,2,0.00,0,0.00,4.50,0.000,0.0,0.117
18,56338,최재영,키움,0.150,1,7,3,2.33,0,0.29,4.95,0.050,0.4,0.152
19,56304,박한결,키움,0.128,1,12,10,1.20,0,0.17,4.07,0.026,0.2,0.115
20,55339,염승원,키움,0.083,0,3,4,0.75,0,0.00,3.46,0.000,-0.5,0.058
21,53344,김동헌,키움,0.000,0,4,3,1.33,0,0.50,3.60,0.000,-0.5,0.045
21,62332,김재현,키움,0.000,0,2,0,-,0,0.00,5.00,0.000,-0.1,0.075
21,69332,주성원,키움,0.000,0,1,1,1.00,0,-,1.67,0.000,0.2,0.150
2,50500,황성빈,롯데,0.327,3,18,6,3.00,0,0.09,3.57,0.096,7.5,0.259
3,62802,박승욱,롯데,0.318,1,2,7,0.29,0,0.17,3.39,0.136,3.4,0.270
4,68507,장두성,롯데,0.289,1,10,9,1.11,0,0.13,3.07,0.053,5.0,0.232
6,61102,유강남,롯데,0.246,6,15,13,1.15,0,0.06,3.61,0.175,6.1,0.220
9,68205,전민재,롯데,0.232,3,21,18,1.17,1,0.47,3.92,0.043,6.4,0.203
10,69508,신윤후,롯데,0.231,2,4,1,4.00,0,0.00,3.62,0.154,0.6,0.200
12,52591,윤동희,롯데,0.206,7,14,22,0.64,1,0.22,4.03,0.191,5.9,0.216
13,50150,손호영,롯데,0.174,5,11,16,0.69,1,0.55,3.58,0.196,4.3,0.214
14,51528,손성빈,롯데,0.159,3,9,17,0.53,2,0.50,4.09,0.114,3.6,0.183
15,54598,이호준,롯데,0.125,0,3,7,0.43,1,1.50,4.73,0.000,1.4,0.195
16,77564,김민성,롯데,0.071,1,5,5,1.00,0,1.00,4.12,0.214,1.3,0.177
17,55502,김동현,롯데,0.000,0,0,1,0.00,0,0.00,2.50,0.000,-0.2,0.000
17,56563,이서준,롯데,0.000,0,1,0,-,0,0.00,3.50,0.000,-0.2,0.000
17,68518,정보근,롯데,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.000
