순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
21,53344,김동헌,키움,0.000,4,10,9,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0.000,0.100,0.100,0,0.000,0.000
21,62332,김재현,키움,0.000,4,6,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.000,0.167,0.167,0,0.000,0.000
21,69332,주성원,키움,0.000,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.333,0.333,0,0.000,0.000
2,50500,황성빈,롯데,0.327,16,54,52,6,17,1,2,0,22,2,1,0,1,0,0,11,0,0.423,0.340,0.763,5,0.333,1.000
3,62802,박승욱,롯데,0.318,20,23,22,3,7,0,0,1,10,6,0,0,1,0,0,6,0,0.455,0.348,0.803,1,0.400,0.500
4,68507,장두성,롯데,0.289,23,41,38,6,11,0,1,0,13,3,1,0,1,0,1,8,0,0.342,0.325,0.667,4,0.500,0.000
6,61102,유강남,롯데,0.246,23,59,57,5,14,4,0,2,24,5,0,1,1,0,0,16,1,0.421,0.254,0.675,3,0.091,0.143
9,68205,전민재,롯데,0.232,25,78,69,4,16,3,0,0,19,6,1,1,7,0,0,15,1,0.275,0.299,0.574,5,0.211,0.000
10,69508,신윤후,롯데,0.231,12,13,13,2,3,2,0,0,5,0,0,0,0,0,0,5,1,0.385,0.231,0.616,1,0.000,0.000
12,52591,윤동희,롯데,0.206,18,73,68,6,14,4,0,3,27,7,0,0,4,1,1,18,3,0.397,0.260,0.657,4,0.143,0.000
13,50150,손호영,롯데,0.174,20,52,46,9,8,3,0,2,17,3,0,0,6,0,0,11,2,0.370,0.269,0.639,1,0.000,0.333
14,51528,손성빈,롯데,0.159,24,53,44,2,7,2,0,1,12,4,2,1,6,0,0,12,1,0.273,0.255,0.528,0,0.071,0.000
15,54598,이호준,롯데,0.125,19,22,16,2,2,0,0,0,2,1,0,0,6,0,0,4,0,0.125,0.364,0.489,0,0.143,0.000
16,77564,김민성,롯데,0.071,11,17,14,1,1,0,0,1,4,3,0,0,3,0,0,3,0,0.286,0.235,0.521,0,0.000,0.000
17,55502,김동현,롯데,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
17,56563,이서준,롯데,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
17,68518,정보근,롯데,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
