순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
123,65357,송성문,키움,104,1,1,0,100,1,0
123,79456,이지영,키움,81,2,1,1,50.0,0,0
123,64340,임지열,키움,72,1,1,0,100,2,0
123,66112,김기연,LG,28,1,1,0,100,1,0
123,68110,송찬의,LG,19,1,1,0,100,1,0
123,79150,정주현,LG,89,6,1,5,16.7,1,0
123,62558,김준태,KT,69,1,1,0,100,1,0
123,78548,장성우,KT,131,2,1,1,50.0,2,0
123,65653,김호령,KIA,76,1,1,0,100,0,0
123,62244,박세혁,NC,88,2,1,1,50.0,1,0
123,63905,윤형준,NC,82,2,1,1,50.0,1,0
123,64610,강한울,삼성,72,4,1,3,25.0,1,0
123,66838,김동엽,삼성,69,2,1,1,50.0,2,0
123,52430,김영웅,삼성,55,1,1,0,100,0,0
123,75334,오재일,삼성,106,1,1,0,100,3,1
123,68463,윤정빈,삼성,28,1,1,0,100,1,0
123,52504,김동혁,롯데,15,1,1,0,100,0,0
123,53587,배영빈,롯데,18,1,1,0,100,0,0
123,69508,신윤후,롯데,28,1,1,0,100,0,0
123,61102,유강남,롯데,121,2,1,1,50.0,6,0
123,67644,이정훈,롯데,59,2,1,1,50.0,1,1
123,68518,정보근,롯데,55,1,1,0,100,0,1
123,68525,한동희,롯데,108,4,1,3,25.0,3,0
123,69238,김대한,두산,33,4,1,3,25.0,0,0
123,50204,박지훈,두산,22,1,1,0,100,1,0
123,64011,안승한,두산,22,1,1,0,100,0,0
