순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
21,67640,유승철,KIA,5.40,5,0,0,0,0,-,5,3,0,7,0,4,3,3,2.00
21,51648,이의리,KIA,5.40,4,1,0,0,0,1.000,13 1/3,17,3,14,0,14,10,8,2.33
23,63638,박준표,KIA,6.00,8,0,0,0,1,-,6,10,0,3,1,4,4,4,2.17
24,62754,임기영,KIA,6.31,37,6,2,0,2,0.750,45 2/3,61,8,17,1,36,35,32,1.71
25,50604,유지성,KIA,7.71,3,0,0,0,0,-,2 1/3,5,1,0,1,3,4,2,2.14
26,62951,이형범,KIA,7.80,16,0,1,0,2,0.000,15,26,2,7,5,9,17,13,2.20
27,76225,김건국,KIA,7.86,20,0,1,0,0,0.000,34 1/3,48,5,14,2,20,33,30,1.81
28,60337,김대유,KIA,8.28,37,0,0,0,8,-,25,35,4,12,2,26,23,23,1.88
29,54645,김민주,KIA,9.00,2,0,0,0,0,-,1,3,0,1,0,2,2,1,4.00
30,68619,윤중현,KIA,13.94,11,0,0,0,0,-,10 1/3,22,4,9,3,4,17,16,3.00
31,54608,김민재,KIA,15.75,4,0,0,0,0,-,4,9,3,1,1,3,7,7,2.50
32,69516,김현수,KIA,18.00,5,0,0,0,0,-,5,7,0,5,1,4,10,10,2.40
1,73801,송은범,삼성,1.08,9,0,0,0,2,-,8 1/3,8,0,1,0,2,1,1,1.08
2,67421,최지광,삼성,2.23,35,3,2,0,7,0.600,36 1/3,22,1,21,4,38,9,9,1.18
6,63960,이상민,삼성,3.90,37,2,1,1,8,0.667,30,31,2,6,4,12,13,13,1.23
7,62360,김태훈,삼성,3.96,56,3,2,0,23,0.600,52 1/3,49,6,19,4,37,24,23,1.30
8,78352,임창민,삼성,3.98,60,2,1,1,28,0.667,54 1/3,60,4,30,2,50,26,24,1.66
9,50441,황동재,삼성,4.07,15,1,2,0,0,0.333,42,38,2,18,4,30,20,19,1.33
10,65062,김재윤,삼성,4.09,65,4,8,11,25,0.333,66,58,13,25,1,51,37,30,1.26
11,51454,이승현,삼성,4.23,17,6,4,0,0,0.600,87 1/3,88,9,37,6,68,44,41,1.43
12,50430,홍원표,삼성,4.26,4,0,0,0,0,-,6 1/3,4,1,6,0,5,3,3,1.58
13,60146,이승현,삼성,4.48,60,6,2,1,9,0.750,60 1/3,68,6,23,3,51,31,30,1.51
14,75421,오승환,삼성,4.91,58,3,9,27,2,0.250,55,75,9,18,3,42,36,30,1.69
15,54404,육선엽,삼성,5.29,11,0,0,0,0,-,17,19,3,17,2,11,11,10,2.12
16,68501,최하늘,삼성,5.34,27,1,1,0,1,0.500,32,26,2,16,4,18,20,19,1.31
17,61365,김대우,삼성,5.50,32,0,0,0,5,-,34 1/3,42,4,9,3,23,24,21,1.49
18,77446,백정현,삼성,5.95,17,6,5,0,0,0.545,78 2/3,104,13,27,1,56,56,52,1.67
19,68419,최지명,삼성,6.30,14,0,0,0,1,-,20,24,4,12,0,14,15,14,1.80
20,62146,최성훈,삼성,6.92,28,0,1,0,3,0.000,13,14,1,9,1,10,10,10,1.77
21,53455,이호성,삼성,7.40,16,2,4,0,0,0.333,45,66,9,26,2,28,39,37,2.04
22,61268,양현,삼성,7.62,18,0,1,0,2,0.000,13,21,4,5,1,10,11,11,2.00
23,50464,이승민,삼성,8.56,25,1,4,0,0,0.200,47 1/3,71,14,26,3,23,48,45,2.05
24,68403,김무신,삼성,10.13,4,0,0,0,0,-,5 1/3,6,0,7,0,2,6,6,2.44
25,54401,김대호,삼성,11.25,1,0,1,0,0,0.000,4,7,1,2,0,1,6,5,2.25
26,63492,이재익,삼성,17.69,9,1,0,0,0,1.000,9 2/3,29,2,4,0,6,19,19,3.41
27,65496,홍정우,삼성,45.00,1,0,0,0,0,-,1,5,1,1,0,1,5,5,6.00
28,77927,장필준,삼성,135.00,1,0,0,0,0,-,1/3,5,0,0,0,0,5,5,15.00
1,68159,성동현,LG,0.00,2,0,0,0,0,-,2,0,0,3,0,1,0,0,1.50
2,50106,유영찬,LG,2.97,62,7,5,26,1,0.583,63 2/3,61,2,30,3,77,24,21,1.43
3,51526,우강훈,LG,3.09,14,1,0,0,0,1.000,11 2/3,11,0,8,6,10,6,4,1.63
4,69168,이상영,LG,3.31,8,0,1,0,1,0.000,16 1/3,15,1,8,4,8,6,6,1.41
5,64596,김유영,LG,3.78,53,1,2,1,6,0.333,47 2/3,50,2,16,4,42,27,20,1.38
7,61101,임찬규,LG,3.83,25,10,6,0,1,0.625,134,144,12,42,5,136,58,57,1.39
8,75867,김진성,LG,3.97,71,3,3,1,27,0.500,70 1/3,62,11,23,7,61,34,31,1.21
9,54119,에르난데스,LG,4.02,11,3,2,1,1,0.600,47,41,5,16,2,55,21,21,1.21
10,63961,윤호솔,LG,4.15,7,0,0,0,0,-,4 1/3,4,0,8,0,5,2,2,2.77
10,50904,이종준,LG,4.15,27,1,2,0,1,0.333,26,26,4,16,0,28,13,12,1.62
13,65320,최원태,LG,4.26,24,9,7,0,0,0.563,126 2/3,126,10,57,5,103,66,60,1.44
14,69103,켈리,LG,4.51,19,5,8,0,0,0.385,113 2/3,131,13,25,6,69,65,57,1.37
15,69108,이지강,LG,4.53,46,2,3,1,1,0.400,53 2/3,61,5,26,2,39,35,27,1.62
16,54148,진우영,LG,4.70,6,0,0,0,0,-,7 2/3,8,1,4,0,6,4,4,1.57
17,69159,정우영,LG,4.76,27,2,1,0,3,0.667,22 2/3,31,0,11,6,17,15,12,1.85
18,66145,김대현,LG,5.40,37,2,0,1,1,1.000,35,33,6,18,2,30,21,21,1.46
18,63248,함덕주,LG,5.40,15,0,1,0,3,0.000,11 2/3,13,2,7,1,8,7,7,1.71
20,53139,박명근,LG,6.39,33,2,2,1,8,0.500,25 1/3,29,6,12,3,13,20,18,1.62
21,69113,임준형,LG,6.59,18,0,0,0,0,-,13 2/3,16,2,4,3,13,10,10,1.46
22,51154,김진수,LG,6.75,8,0,1,0,0,0.000,13 1/3,17,3,4,0,6,10,10,1.58
23,79140,최동환,LG,6.95,26,0,1,0,2,0.000,22,35,4,9,0,14,18,17,2.00
24,68130,김영준,LG,8.22,14,1,1,0,0,0.500,15 1/3,21,2,9,0,11,17,14,1.96
25,61145,이우찬,LG,8.82,42,3,2,0,6,0.600,33 2/3,42,2,30,1,31,35,33,2.14
26,65109,백승현,LG,9.11,36,2,1,2,1,0.667,26 2/3,33,3,22,2,14,28,27,2.06
27,54149,정지헌,LG,11.68,17,0,0,0,1,-,12 1/3,19,2,11,3,11,18,16,2.43
28,50157,김윤식,LG,12.00,1,0,0,0,0,-,3,7,0,1,0,1,4,4,2.67
29,65411,김주온,LG,15.43,2,0,0,0,0,-,4 2/3,8,2,3,0,4,8,8,2.36
30,51110,이믿음,LG,15.75,1,0,1,0,0,0.000,4,11,0,4,0,2,7,7,3.75
31,51143,강효종,LG,20.25,1,0,0,0,0,-,1 1/3,2,1,3,0,2,3,3,3.75
1,54213,박지호,두산,0.00,1,0,0,0,1,-,2/3,0,0,1,0,2,0,0,1.50
2,54263,김택연,두산,2.08,60,3,2,19,4,0.600,65,51,2,31,4,78,17,15,1.26
2,68249,박신지,두산,2.08,6,0,1,0,0,0.000,8 2/3,8,0,8,1,3,3,2,1.85
4,61643,홍건희,두산,2.73,65,4,3,9,11,0.571,59 1/3,55,5,33,5,45,22,18,1.48
5,52204,이병헌,두산,2.89,77,6,1,1,22,0.857,65 1/3,61,3,34,3,57,25,21,1.45
6,77263,김강률,두산,3.00,53,2,2,1,12,0.500,42,41,1,21,2,33,16,14,1.48
7,52257,브랜든,두산,3.12,14,7,4,0,0,0.636,75,75,3,11,4,75,34,26,1.15
8,52206,최지강,두산,3.24,55,3,1,1,15,0.750,50,48,6,24,6,45,19,18,1.44
9,50206,최종인,두산,3.72,11,1,0,1,2,1.000,9 2/3,8,2,5,0,8,4,4,1.34
10,51294,김도윤,두산,3.86,2,0,0,0,0,-,2 1/3,2,0,2,1,1,2,1,1.71
11,66291,이영하,두산,3.99,59,5,4,2,5,0.556,65 1/3,62,4,36,2,59,34,29,1.50
13,54243,발라조빅,두산,4.26,12,2,6,0,1,0.250,57,54,3,28,2,69,29,27,1.44
14,68200,김민규,두산,4.32,13,0,1,0,0,0.000,25,23,4,19,4,19,14,12,1.68
15,69045,알칸타라,두산,4.76,12,2,2,0,0,0.500,64 1/3,58,10,22,2,34,35,34,1.24
16,53259,최준호,두산,5.10,17,3,6,0,0,0.333,72 1/3,69,11,30,4,58,44,41,1.37
17,65639,박정수,두산,5.16,29,1,2,0,4,0.333,29 2/3,38,2,12,2,22,18,17,1.69
18,54843,시라카와,두산,5.65,12,4,5,0,0,0.444,57 1/3,59,6,33,3,46,41,36,1.60
19,51264,최승용,두산,6.00,12,2,0,0,1,1.000,27,37,6,7,0,21,19,18,1.63
20,67266,박치국,두산,6.38,52,2,3,1,3,0.400,48,59,8,18,10,35,34,34,1.60
21,68242,정철원,두산,6.40,36,2,1,6,1,0.667,32 1/3,39,5,26,5,39,24,23,2.01
22,53262,김유성,두산,6.43,17,1,2,0,0,0.333,28,28,1,24,4,29,23,20,1.86
23,67263,최원준,두산,6.46,24,6,7,0,0,0.462,110,125,21,34,10,72,79,79,1.45
24,51230,김동주,두산,6.84,14,1,3,0,0,0.250,50,67,6,21,4,35,46,38,1.76
25,69205,이교훈,두산,7.39,33,1,1,0,1,0.500,35 1/3,43,7,17,2,27,32,29,1.70
26,68269,김호준,두산,8.78,16,1,2,0,0,0.333,13 1/3,22,1,4,5,6,14,13,1.95
27,67246,김명신,두산,9.37,35,2,1,0,4,0.667,32 2/3,63,8,8,2,25,34,34,2.17
28,50203,권휘,두산,11.00,8,0,0,0,0,-,9,15,0,7,0,11,11,11,2.44
29,63292,박소준,두산,11.25,1,0,1,0,0,0.000,4,6,2,2,0,2,5,5,2.00
30,68830,김정우,두산,81.00,1,0,0,0,0,-,1/3,3,0,0,0,0,3,3,9.00
1,73117,우규민,KT,2.49,45,4,1,1,4,0.800,43 1/3,47,1,2,2,39,14,12,1.13
2,50030,소형준,KT,3.24,6,2,0,0,0,1.000,8 1/3,7,1,1,1,3,3,3,0.96
3,66047,박세진,KT,3.38,6,0,0,0,0,-,5 1/3,7,0,4,0,2,4,2,2.06
4,52060,박영현,KT,3.52,66,10,2,25,0,0.833,76 2/3,63,12,22,0,87,31,30,1.11
6,68043,김민,KT,4.31,71,8,4,0,21,0.667,77 1/3,84,5,27,2,77,38,37,1.44
7,60559,박시영,KT,4.62,26,0,1,1,4,0.000,25 1/3,27,4,7,1,23,13,13,1.34
10,51097,김영현,KT,4.91,8,0,0,0,0,-,7 1/3,9,1,7,1,8,6,4,2.18
11,64001,고영표,KT,4.95,18,6,8,0,0,0.429,100,141,6,14,11,79,61,55,1.55
12,65048,김민수,KT,5.20,75,5,3,0,12,0.625,81 1/3,84,8,33,1,75,56,47,1.44
13,69041,손동현,KT,5.32,42,1,2,1,4,0.333,47 1/3,50,5,20,1,27,31,28,1.48
14,69054,이상동,KT,5.34,29,0,1,0,3,0.000,32,42,3,14,3,30,20,19,1.75
15,69068,이선우,KT,5.40,6,0,0,0,0,-,10,10,0,4,2,4,6,6,1.40
16,54064,육청명,KT,5.44,13,1,5,0,0,0.167,44 2/3,52,6,20,6,20,31,27,1.61
17,64768,조이현,KT,6.30,16,1,2,0,0,0.333,40,53,9,10,1,19,29,28,1.58
18,65060,주권,KT,6.67,48,1,1,0,0,0.500,58,78,7,11,3,31,48,43,1.53
19,54063,원상현,KT,7.03,22,2,5,0,1,0.286,65 1/3,105,6,31,2,59,54,51,2.08
20,50109,성재헌,KT,7.31,30,0,0,0,1,-,32,46,1,16,5,20,29,26,1.94
21,78517,하준호,KT,9.00,2,0,0,0,0,-,2,5,0,1,0,0,2,2,3.00
22,68896,이채호,KT,9.45,9,0,0,0,0,-,6 2/3,13,2,3,1,5,7,7,2.40
23,51058,한차현,KT,9.95,10,0,4,0,0,0.000,19,29,4,18,0,17,22,21,2.47
24,69047,전용주,KT,10.80,4,0,0,0,0,-,1 2/3,2,0,3,1,4,3,2,3.00
25,53006,강건,KT,11.25,4,0,1,0,0,0.000,4,8,1,4,1,3,5,5,3.00
26,67419,문용익,KT,12.18,12,0,0,0,0,-,17,23,2,22,2,17,27,23,2.65
1,54807,박성빈,SSG,0.00,3,0,0,0,0,-,2 1/3,1,0,0,1,2,0,0,0.43
1,66858,정동윤,SSG,0.00,3,0,0,0,0,-,1 2/3,1,0,1,0,2,0,0,1.20
3,73211,노경은,SSG,2.90,77,8,5,0,38,0.615,83 2/3,71,10,32,4,71,30,27,1.23
4,51897,조병현,SSG,3.58,76,4,6,12,12,0.400,73,52,8,31,2,96,34,29,1.14
5,52868,이기순,SSG,3.66,10,1,1,0,0,0.500,19 2/3,12,2,23,1,24,10,8,1.78
6,54833,앤더슨,SSG,3.89,24,11,3,0,0,0.786,115 2/3,98,11,53,8,158,55,50,1.31
7,53825,엘리아스,SSG,4.08,22,7,7,0,0,0.500,123 2/3,126,13,30,6,104,59,56,1.26
8,62869,문승원,SSG,4.50,62,6,1,20,6,0.857,60,67,10,24,1,53,33,30,1.52
9,64893,박민호,SSG,4.76,19,2,0,0,0,1.000,22 2/3,25,4,7,2,10,14,12,1.41
11,68092,한두솔,SSG,5.01,69,2,1,0,3,0.667,59 1/3,62,3,31,3,68,40,33,1.57
12,50859,오원석,SSG,5.03,29,6,9,0,1,0.400,121 2/3,122,17,65,13,112,72,68,1.54
13,61895,서진용,SSG,5.55,51,0,1,0,6,0.000,47,52,5,26,0,38,34,29,1.66
14,53898,송영진,SSG,5.80,26,5,10,0,0,0.333,99 1/3,112,10,51,1,67,74,64,1.64
15,53892,이로운,SSG,5.95,63,1,3,1,9,0.250,56,67,4,43,3,41,43,37,1.96
16,50812,박시후,SSG,6.75,11,0,0,0,0,-,14 2/3,18,1,7,2,11,11,11,1.70
16,51895,장지훈,SSG,6.75,18,0,0,0,0,-,21 1/3,29,3,10,1,10,16,16,1.83
18,60841,박종훈,SSG,6.94,10,1,4,0,0,0.200,35,37,7,21,8,34,28,27,1.66
19,69839,백승건,SSG,7.71,10,0,0,0,0,-,9 1/3,13,2,9,0,5,9,8,2.36
20,68856,최민준,SSG,7.78,32,1,0,0,0,1.000,39 1/3,61,9,24,3,40,36,34,2.16
21,72523,고효준,SSG,8.18,26,2,1,0,5,0.667,22,23,4,20,1,27,21,20,1.95
22,65343,김택형,SSG,9.00,6,0,1,0,0,0.000,7,10,1,6,1,1,7,7,2.29
23,64861,이건욱,SSG,11.37,10,1,2,0,0,0.333,19,34,5,15,2,17,25,24,2.58
24,54804,더거,SSG,12.71,6,0,3,0,0,0.000,22 2/3,37,2,10,3,18,33,32,2.07
25,52873,신헌민,SSG,18.00,3,0,0,0,0,-,3,7,2,3,1,0,7,6,3.33
26,54803,최현석,SSG,54.00,2,0,0,0,0,-,2/3,5,1,3,0,1,4,4,12.00
2,65522,김강현,롯데,3.55,26,0,0,0,0,-,25 1/3,28,2,18,2,24,13,10,1.82
2,62528,김원중,롯데,3.55,56,3,6,25,0,0.333,63 1/3,59,4,31,1,68,27,25,1.42
5,76430,김태혁,롯데,4.15,74,8,4,2,17,0.667,73 2/3,71,5,26,5,56,40,34,1.32
6,63512,박진형,롯데,4.26,7,0,0,0,0,-,6 1/3,6,0,1,1,4,3,3,1.11
7,51546,정우준,롯데,4.32,8,0,0,0,0,-,8 1/3,10,2,7,0,5,4,4,2.04
8,69594,박진,롯데,4.38,38,2,4,1,0,0.333,49 1/3,60,4,11,2,35,28,24,1.44
9,54537,정현수,롯데,4.56,18,1,1,0,1,0.500,23 2/3,20,0,12,2,25,12,12,1.35
11,63543,구승민,롯데,4.84,66,5,3,0,13,0.625,57 2/3,68,6,35,6,62,37,31,1.79
12,62363,한현희,롯데,5.19,57,5,3,0,8,0.625,76 1/3,92,7,24,10,70,45,44,1.52
13,51516,김진욱,롯데,5.31,19,4,3,0,0,0.571,84 2/3,89,13,44,3,87,54,50,1.57
14,50556,최준용,롯데,5.40,27,1,2,0,3,0.333,21 2/3,28,2,14,1,12,13,13,1.94
15,54561,전미르,롯데,5.88,36,1,5,1,5,0.167,33 2/3,33,4,21,1,34,28,22,1.60
16,76650,진해수,롯데,6.18,54,2,1,0,5,0.667,27 2/3,36,5,10,3,22,21,19,1.66
17,52530,이민석,롯데,7.26,18,0,2,0,1,0.000,31,38,3,25,2,20,27,25,2.03
18,68036,최이준,롯데,7.30,23,3,0,0,0,1.000,24 2/3,40,3,16,1,17,22,20,2.27
19,62611,임준섭,롯데,7.94,24,0,0,0,2,-,11 1/3,12,0,11,3,3,11,10,2.03
20,67539,나균안,롯데,8.51,26,4,7,0,0,0.364,73,114,15,47,5,74,73,69,2.21
21,52558,진승현,롯데,8.53,7,0,1,0,0,0.000,6 1/3,7,0,5,0,5,6,6,1.89
22,68585,김도규,롯데,9.00,5,0,1,0,0,0.000,4,5,0,6,2,5,4,4,2.75
22,54503,박준우,롯데,9.00,2,0,0,0,0,-,2,3,0,1,0,1,2,2,2.00
22,68260,현도훈,롯데,9.00,8,0,1,0,0,0.000,10,15,2,6,0,8,11,10,2.10
25,64565,이인복,롯데,9.55,8,0,3,0,0,0.000,33,49,10,13,3,20,35,35,1.88
26,51594,송재영,롯데,10.80,19,0,1,1,3,0.000,8 1/3,9,2,5,1,9,10,10,1.68
27,50596,홍민기,롯데,12.27,3,0,0,0,0,-,3 2/3,8,0,1,2,2,7,5,2.45
28,67588,윤성빈,롯데,45.00,1,0,1,0,0,0.000,1,4,1,2,0,1,5,5,6.00
1,50720,남지민,한화,0.00,2,0,0,0,0,-,4,2,0,2,1,3,0,0,1.00
3,65764,김민우,한화,2.19,3,1,0,0,0,1.000,12 1/3,7,2,6,0,13,3,3,1.05
4,65707,주현상,한화,2.65,65,8,4,23,2,0.667,71 1/3,52,9,8,1,64,22,21,0.84
5,50711,김승일,한화,3.00,3,0,0,0,0,-,3,4,0,0,1,2,1,1,1.33
6,79764,장민재,한화,3.10,26,1,1,0,0,0.500,29,46,2,7,1,17,10,10,1.83
7,54755,와이스,한화,3.73,16,5,5,0,0,0.500,91 2/3,77,8,29,3,98,43,38,1.16
8,53754,김서현,한화,3.76,37,1,2,0,10,0.333,38 1/3,31,0,32,4,43,20,16,1.64
9,65616,이민우,한화,3.76,64,2,1,1,10,0.667,55,56,5,23,1,49,25,23,1.44
10,63749,이충호,한화,3.86,3,0,0,0,0,-,2 1/3,4,0,3,0,3,1,1,3.00
12,53714,산체스,한화,4.22,11,2,3,0,0,0.400,53 1/3,60,2,21,10,56,28,25,1.52
13,67703,박상원,한화,4.59,65,3,3,2,16,0.500,66 2/3,57,2,22,7,65,38,34,1.19
14,61666,한승혁,한화,5.03,70,5,5,0,19,0.500,62 2/3,63,2,38,6,64,39,35,1.61
15,77318,장시환,한화,5.13,30,2,2,0,2,0.500,33 1/3,34,3,22,1,28,27,19,1.68
16,54720,바리아,한화,5.15,20,6,7,0,0,0.462,92 2/3,114,10,18,0,83,58,53,1.42
17,52701,문동주,한화,5.17,21,7,7,0,0,0.500,111 1/3,148,14,38,4,96,71,64,1.67
18,65769,김범수,한화,5.29,39,0,0,0,4,-,34,33,11,20,5,38,20,20,1.56
19,54729,황준서,한화,5.38,36,2,8,0,1,0.200,72,80,9,51,5,70,44,43,1.82
20,65117,이상규,한화,5.63,21,1,4,0,0,0.200,32,39,5,15,1,27,20,20,1.69
21,52720,페냐,한화,6.27,9,3,5,0,0,0.375,37 1/3,41,6,20,0,29,28,26,1.63
22,54768,조동욱,한화,6.37,21,1,2,0,0,0.333,41,57,5,14,6,32,34,29,1.73
23,51715,김기중,한화,6.56,27,5,4,0,0,0.556,59,83,8,27,6,39,44,43,1.86
24,51713,김규연,한화,7.02,58,1,0,0,4,1.000,59,66,6,28,4,40,50,46,1.59
25,63464,윤대경,한화,10.57,7,0,0,0,0,-,7 2/3,10,1,6,1,7,9,9,2.09
26,69645,장유호,한화,10.93,13,0,0,0,0,-,14,23,0,10,2,11,18,17,2.36
27,50726,한승주,한화,11.45,18,0,2,0,0,0.000,22,45,2,10,3,14,31,28,2.50
28,60768,이태양,한화,11.57,10,0,2,0,0,0.000,9 1/3,17,4,2,0,2,13,12,2.04
29,69974,배민서,한화,16.20,1,0,0,0,0,-,1 2/3,4,0,3,0,1,3,3,4.20
30,54705,김도빈,한화,54.00,1,0,1,0,0,0.000,1/3,1,0,3,0,1,2,2,12.00
1,64580,김재열,NC,2.49,69,1,5,2,12,0.167,68 2/3,58,4,29,0,67,20,19,1.27
3,54903,최우석,NC,3.12,9,0,0,0,0,-,8 2/3,7,2,6,0,8,3,3,1.50
4,68900,김영규,NC,3.15,42,4,2,1,14,0.667,45 2/3,40,3,14,1,48,19,16,1.18
5,51994,한재승,NC,3.97,51,1,2,0,6,0.333,45 1/3,37,2,27,3,44,21,20,1.41
6,68902,신민혁,NC,4.31,25,8,9,0,0,0.471,121,140,20,16,7,74,67,58,1.29
7,54920,카스타노,NC,4.35,19,8,6,0,0,0.571,111 2/3,117,11,25,7,89,65,54,1.27
8,63959,임정호,NC,4.42,65,1,6,2,9,0.143,55,54,3,25,3,46,32,27,1.44
9,68928,김시훈,NC,4.53,39,3,4,0,5,0.429,107 1/3,110,7,59,3,74,60,54,1.57
10,60263,이재학,NC,5.52,21,3,12,0,0,0.200,104 1/3,108,17,42,4,97,68,64,1.44
11,54913,김민규,NC,5.68,7,0,0,0,0,-,6 1/3,8,0,3,0,2,4,4,1.74
12,69343,요키시,NC,5.72,8,3,4,0,0,0.429,39 1/3,51,5,20,2,32,29,25,1.81
13,65949,류진욱,NC,5.74,50,2,1,0,10,0.667,42 1/3,52,4,19,2,37,30,27,1.68
14,66920,최성영,NC,5.79,24,2,0,1,1,1.000,46 2/3,65,7,17,0,29,37,30,1.76
15,69962,송명기,NC,5.87,33,2,1,0,4,0.667,38 1/3,40,4,17,3,31,27,25,1.49
16,68097,박주현,NC,6.00,3,0,0,0,0,-,3,3,1,1,0,4,2,2,1.33
17,77211,이용찬,NC,6.13,57,3,9,16,2,0.250,54 1/3,82,6,21,2,49,48,37,1.90
18,54900,임상현,NC,6.47,12,1,5,0,0,0.167,40 1/3,46,5,23,2,21,35,29,1.71
19,51948,이용준,NC,6.68,9,2,3,0,0,0.400,33 2/3,42,5,14,1,26,28,25,1.66
20,67956,김태현,NC,7.20,11,0,0,0,0,-,10,14,3,7,0,3,10,8,2.10
21,64995,배재환,NC,7.32,20,0,1,0,0,0.000,19 2/3,20,5,15,0,13,17,16,1.78
22,53996,이준호,NC,7.48,38,3,5,0,2,0.375,49 1/3,71,7,26,3,42,41,41,1.97
23,67954,김진호,NC,7.71,2,0,0,0,0,-,2 1/3,3,0,2,0,3,2,2,2.14
24,66068,서의태,NC,9.39,11,1,0,0,0,1.000,7 2/3,5,1,8,0,7,8,8,1.70
25,69969,전사민,NC,9.51,17,0,0,0,0,-,23 2/3,39,3,17,3,17,25,25,2.37
26,54904,손주환,NC,9.82,4,0,1,0,0,0.000,3 2/3,2,0,2,1,4,4,4,1.09
27,53919,신영우,NC,10.61,4,0,1,0,0,0.000,9 1/3,9,0,15,2,6,11,11,2.57
28,53973,목지훈,NC,12.00,3,0,1,0,0,0.000,9,15,1,10,2,3,12,12,2.78
28,65241,채원후,NC,12.00,3,0,0,0,0,-,3,6,0,3,0,2,4,4,3.00
30,67962,소이현,NC,13.50,4,0,0,0,0,-,3 1/3,6,0,1,1,1,7,5,2.10
