순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
20,52504,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
20,77564,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
20,78756,오선진,롯데,0.200,1,3,5,0.60,0,0.25,3.48,0.050,2.3,0.212
23,51528,손성빈,롯데,0.197,14,38,48,0.79,1,0.34,4.18,0.184,16.9,0.217
24,61102,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
25,51560,이주찬,롯데,0.167,2,7,4,1.75,1,0.11,3.72,0.167,1.3,0.173
26,69508,신윤후,롯데,0.161,0,5,13,0.38,1,0.13,4.23,0.000,0.8,0.146
27,68507,장두성,롯데,0.156,0,13,5,2.60,0,0.33,3.68,0.000,2.5,0.161
28,53569,서동욱,롯데,0.115,1,8,7,1.14,0,0.00,3.81,0.038,-0.4,0.105
29,54506,강승구,롯데,0.000,0,1,0,-,0,0.00,4.00,0.000,-0.2,0.000
29,65514,강태율,롯데,0.000,0,2,4,0.50,0,0.00,3.40,0.000,-0.9,0.000
29,54507,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.000
29,53568,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.000
