순위,선수ID,선수명,팀명,AVG,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
15,77564,김민성,롯데,0.243,16,49,66,0.74,4,0.69,4.23,0.103,26.7,0.245
16,54598,이호준,롯데,0.242,14,32,36,0.89,3,0.42,3.83,0.182,18.6,0.253
17,51551,나승엽,롯데,0.229,23,87,102,0.85,11,0.85,4.16,0.131,43.4,0.246
18,52504,김동혁,롯데,0.225,5,29,14,2.07,1,0.69,3.88,0.067,12.3,0.241
19,60523,정훈,롯데,0.216,13,56,49,1.14,0,0.25,4.00,0.092,13.9,0.198
20,62802,박승욱,롯데,0.190,3,22,16,1.38,0,0.17,3.96,0.036,4.3,0.166
21,68518,정보근,롯데,0.186,6,40,26,1.54,2,0.46,3.86,0.070,9.6,0.195
22,69508,신윤후,롯데,0.167,0,3,4,0.75,0,0.00,3.31,0.000,0.3,0.117
22,62884,최항,롯데,0.167,0,0,1,0.00,0,0.25,4.43,0.000,0.4,0.170
24,51528,손성빈,롯데,0.145,1,16,17,0.94,0,0.20,3.83,0.048,1.9,0.143
25,52516,조세진,롯데,0.143,0,2,0,-,0,0.50,4.11,0.000,0.6,0.186
26,55506,한승현,롯데,0.059,0,6,5,1.20,0,0.17,3.47,0.000,-0.4,0.062
27,54506,강승구,롯데,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.000
27,55511,이태경,롯데,0.000,0,0,0,-,0,0.00,9.00,0.000,-0.1,0.000
