순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
112,72443,최형우,KIA,133,1,1,0,100,4,0
112,65040,김태훈,삼성,51,1,1,0,100,1,0
112,54400,디아즈,삼성,144,1,1,0,100,5,1
112,51407,이창용,삼성,11,1,1,0,100,0,0
112,65586,전병우,삼성,59,1,1,0,100,0,0
112,67504,김정율,LG,13,1,1,0,100,0,0
112,54156,손용준,LG,9,1,1,0,100,0,0
112,51100,이영빈,LG,44,1,1,0,100,0,1
112,65905,최승민,LG,19,3,1,2,33.3,0,0
112,66112,김기연,두산,100,1,1,0,100,1,0
112,52267,김동준,두산,36,2,1,1,50.0,0,0
112,50204,박지훈,두산,37,1,1,0,100,3,0
112,64153,양석환,두산,72,1,1,0,100,1,0
112,54236,임종성,두산,33,1,1,0,100,0,0
112,67025,로하스,KT,95,2,1,1,50.0,2,0
112,64007,문상철,KT,79,2,1,1,50.0,1,0
112,50092,윤준혁,KT,28,1,1,0,100,0,0
112,66706,장진혁,KT,86,1,1,0,100,0,1
112,51007,최성민,KT,32,1,1,0,100,0,0
112,62934,김성욱,SSG,56,3,1,2,33.3,1,0
112,76802,김성현,SSG,59,2,1,1,50.0,1,0
112,52803,김태윤,SSG,8,2,1,1,50.0,0,0
112,53827,에레디아,SSG,96,3,1,2,33.3,5,0
112,68805,최상민,SSG,23,2,1,1,50.0,1,0
112,75847,최정,SSG,95,1,1,0,100,3,0
112,69813,하재훈,SSG,18,3,1,2,33.3,0,0
112,62895,한유섬,SSG,128,1,1,0,100,2,0
112,55897,홍대인,SSG,14,2,1,1,50.0,0,0
112,62802,박승욱,롯데,54,2,1,1,50.0,0,0
112,55530,박찬형,롯데,48,2,1,1,50.0,4,0
112,69508,신윤후,롯데,12,1,1,0,100,1,0
112,54598,이호준,롯데,99,1,1,0,100,1,0
112,55506,한승현,롯데,19,2,1,1,50.0,0,0
112,55703,리베라토,한화,62,1,1,0,100,3,0
112,69766,유로결,한화,20,1,1,0,100,0,2
112,65703,이도윤,한화,113,1,1,0,100,1,0
112,76812,이재원,한화,98,2,1,1,50.0,0,0
