순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
10,72546,문규현,롯데,0.275,122,349,316,42,87,19,1,6,126,41,9,6,18,0,0,45,9,0.399,0.309,0.708,23,0.274,0.250
11,76100,이병규,롯데,0.273,103,257,198,31,54,11,1,10,97,39,0,2,50,1,7,58,5,0.490,0.432,0.922,12,0.290,0.229
13,66508,나경민,롯데,0.263,87,71,57,23,15,2,0,0,17,1,1,0,10,0,3,21,0,0.298,0.400,0.698,1,0.188,0.000
14,76509,김문호,롯데,0.250,46,115,100,12,25,7,0,2,38,16,2,0,13,1,0,27,2,0.380,0.336,0.716,5,0.250,0.267
15,64022,안중열,롯데,0.247,60,176,154,19,38,11,0,4,61,18,7,0,12,0,3,56,4,0.396,0.314,0.710,8,0.273,0.000
16,68525,한동희,롯데,0.232,87,226,211,24,49,13,1,4,76,25,0,1,12,0,2,58,7,0.360,0.279,0.639,11,0.254,0.286
17,61591,김사훈,롯데,0.230,56,79,74,7,17,3,0,0,20,6,3,0,1,0,1,22,0,0.270,0.250,0.520,2,0.227,0.000
18,63593,조홍석,롯데,0.226,39,71,62,14,14,1,0,0,15,1,1,0,6,0,2,13,2,0.242,0.314,0.556,2,0.100,0.143
19,61204,김동한,롯데,0.193,55,96,83,11,16,1,0,2,23,9,2,2,9,0,0,18,1,0.277,0.266,0.543,3,0.167,0.300
20,64504,오윤석,롯데,0.167,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0.167,0.231,0.398,0,0.250,0.000
20,78566,황진수,롯데,0.167,18,26,24,6,4,1,0,1,8,1,0,0,2,0,0,5,0,0.333,0.231,0.564,1,0.000,0.000
22,67454,나원탁,롯데,0.125,20,24,24,0,3,0,0,0,3,1,0,0,0,0,0,10,0,0.125,0.125,0.250,0,0.200,0.333
23,67539,나균안,롯데,0.124,106,203,177,15,22,3,0,2,31,11,9,0,12,0,5,85,2,0.175,0.201,0.376,2,0.100,0.000
24,79356,박헌도,롯데,0.115,15,31,26,1,3,1,0,0,4,0,0,0,5,0,0,10,1,0.154,0.258,0.412,0,0.000,0.111
1,64117,양원혁,LG,0.400,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0.400,0.500,0.900,0,0.000,0.000
3,61186,이천웅,LG,0.340,112,405,359,61,122,22,3,2,156,39,2,2,39,2,3,48,11,0.435,0.407,0.842,33,0.319,0.267
4,68103,가르시아,LG,0.339,50,206,183,27,62,9,0,8,95,34,0,6,9,0,8,25,3,0.519,0.383,0.902,16,0.263,0.200
5,68119,문성주,LG,0.333,5,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.000,0.500
10,62164,서상우,LG,0.290,51,84,69,10,20,0,0,2,26,14,0,2,12,0,1,18,1,0.377,0.393,0.770,2,0.333,0.276
13,79150,정주현,LG,0.261,115,339,303,48,79,14,2,6,115,31,6,1,27,0,2,68,9,0.380,0.324,0.704,23,0.277,0.500
14,65109,백승현,LG,0.250,5,8,8,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0.250,0.250,0.500,0,1.000,0.000
15,78217,김용의,LG,0.233,114,185,159,28,37,2,0,0,39,13,7,3,16,1,0,32,1,0.245,0.298,0.543,7,0.214,0.091
16,74823,임훈,LG,0.229,54,88,83,10,19,3,0,2,28,7,2,0,3,0,0,15,3,0.337,0.256,0.593,3,0.167,0.292
17,71842,정상호,LG,0.223,70,128,112,11,25,4,0,1,32,9,3,0,8,0,5,35,3,0.286,0.304,0.590,7,0.171,0.000
18,61114,김재율,LG,0.222,25,41,36,5,8,3,0,0,11,3,0,0,3,0,2,9,1,0.306,0.317,0.623,0,0.400,0.286
19,65115,안익훈,LG,0.220,62,135,123,13,27,4,0,0,31,10,2,1,8,0,1,12,4,0.252,0.271,0.523,5,0.200,1.000
20,63905,윤형준,LG,0.217,11,23,23,0,5,1,0,0,6,3,0,0,0,0,0,9,0,0.261,0.217,0.478,1,0.500,0.000
21,79198,윤진호,LG,0.208,102,61,53,13,11,3,0,0,14,4,4,0,2,0,2,14,2,0.264,0.263,0.527,0,0.167,0.000
22,65136,박지규,LG,0.170,26,53,47,6,8,2,0,1,13,5,2,1,3,0,0,17,2,0.277,0.216,0.493,2,0.182,0.000
23,79113,문선재,LG,0.167,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0.167,0.167,0.334,0,0.000,0.000
23,66108,홍창기,LG,0.167,12,25,18,1,3,2,0,0,5,0,0,0,7,0,0,8,0,0.278,0.400,0.678,0,0.000,0.000
25,63360,장시윤,LG,0.000,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
2,99810,이진영,KT,0.318,110,312,283,40,90,17,1,3,118,39,1,3,25,1,0,35,3,0.417,0.370,0.787,18,0.305,0.378
7,63450,정현,KT,0.265,65,132,117,16,31,7,0,2,44,9,6,0,9,0,0,28,3,0.376,0.317,0.693,7,0.148,0.375
9,64006,심우준,KT,0.259,135,403,367,49,95,23,3,4,136,29,11,1,20,1,4,58,4,0.371,0.304,0.675,19,0.286,0.167
10,78548,장성우,KT,0.258,127,393,356,41,92,13,0,13,144,48,1,2,32,0,2,82,8,0.404,0.321,0.725,20,0.239,0.143
11,60558,오태곤,KT,0.254,128,374,342,55,87,17,2,12,144,39,3,1,24,0,4,92,7,0.421,0.310,0.731,17,0.247,0.294
12,77654,이준수,KT,0.250,11,10,8,0,2,0,0,0,2,1,1,0,0,0,1,1,1,0.250,0.333,0.583,0,0.250,0.000
13,67005,홍현빈,KT,0.231,14,15,13,2,3,0,0,0,3,1,0,0,2,0,0,5,0,0.231,0.333,0.564,0,0.000,0.000
14,60343,이해창,KT,0.216,83,174,162,19,35,4,0,8,63,24,1,0,8,0,3,49,3,0.389,0.266,0.655,8,0.245,0.105
15,70553,박기혁,KT,0.214,98,196,173,17,37,6,0,1,46,15,5,3,13,0,2,50,8,0.266,0.272,0.538,4,0.196,1.000
16,78753,김지열,KT,0.200,38,48,45,11,9,4,0,1,16,5,0,0,3,0,0,13,2,0.356,0.250,0.606,1,0.182,0.200
16,64166,배정대,KT,0.200,14,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0.200,0.200,0.400,0,0.000,0.000
18,66052,남태혁,KT,0.182,7,11,11,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0.182,0.182,0.364,0,0.000,0.200
19,78361,전민수,KT,0.172,21,35,29,0,5,3,0,0,8,4,1,0,5,0,0,11,0,0.276,0.294,0.570,1,0.300,0.111
20,64012,송민섭,KT,0.148,47,29,27,7,4,0,0,0,4,0,1,0,1,0,0,8,1,0.148,0.179,0.327,0,0.500,0.000
21,63088,김진곤,KT,0.143,19,23,21,4,3,1,0,0,4,0,0,0,2,0,0,3,0,0.190,0.217,0.407,1,0.000,0.000
22,61743,오준혁,KT,0.136,30,50,44,6,6,0,0,0,6,2,1,1,3,0,1,11,1,0.136,0.204,0.340,0,0.125,0.000
22,78517,하준호,KT,0.136,15,26,22,2,3,1,0,1,7,2,4,0,0,0,0,14,0,0.318,0.136,0.454,0,0.500,0.667
24,77462,김동욱,KT,0.091,11,12,11,2,1,0,0,0,1,0,0,0,1,0,0,4,0,0.091,0.167,0.258,0,0.000,0.250
25,68069,고명성,KT,0.000,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
25,63448,김영환,KT,0.000,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
25,79453,오정복,KT,0.000,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
25,73153,이대형,KT,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,64984,김태진,NC,0.355,20,35,31,5,11,0,0,1,14,3,1,0,3,0,0,5,0,0.452,0.412,0.864,2,1.000,0.250
4,62025,이원재,NC,0.304,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0.486,0.347,0.833,7,0.333,0.390
6,63963,권희동,NC,0.283,104,391,343,43,97,19,1,8,142,57,5,4,35,2,4,58,5,0.414,0.352,0.766,27,0.250,0.100
7,78813,모창민,NC,0.279,81,314,287,38,80,10,1,17,143,62,0,4,21,0,2,51,10,0.498,0.328,0.826,23,0.338,1.000
8,62921,박헌욱,NC,0.273,10,23,22,1,6,2,0,1,11,3,0,0,1,0,0,5,1,0.500,0.304,0.804,1,0.667,0.000
9,62934,김성욱,NC,0.260,111,358,323,49,84,13,2,13,140,45,2,3,29,0,1,64,10,0.433,0.320,0.753,18,0.232,0.000
11,71552,최준석,NC,0.255,93,179,153,7,39,3,0,4,54,24,0,2,24,0,0,41,6,0.353,0.352,0.705,4,0.300,0.205
12,74465,박석민,NC,0.255,103,375,318,40,81,14,1,16,145,55,0,3,39,4,15,80,11,0.456,0.360,0.816,22,0.232,0.286
13,60566,이상호,NC,0.251,114,204,187,32,47,2,0,0,49,8,7,0,8,0,2,15,8,0.262,0.289,0.551,10,0.200,0.400
14,64906,강민국,NC,0.250,6,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.250,0.250,0.500,0,0.000,0.000
15,62925,강진성,NC,0.235,45,75,68,5,16,3,0,0,19,1,2,1,4,0,0,17,3,0.279,0.274,0.553,1,0.077,0.357
16,66917,김찬형,NC,0.232,63,160,142,24,33,5,0,1,41,9,1,1,8,0,8,28,1,0.289,0.308,0.597,9,0.167,0.500
17,73339,이종욱,NC,0.230,43,128,122,12,28,7,0,1,38,8,1,1,4,0,0,16,2,0.311,0.252,0.563,6,0.217,0.000
18,66965,도태훈,NC,0.229,26,42,35,5,8,0,0,1,11,5,0,0,5,0,2,5,0,0.314,0.357,0.671,1,0.375,0.400
19,63260,이우성,NC,0.226,71,199,177,24,40,9,0,4,61,24,1,1,16,0,4,57,6,0.345,0.303,0.648,9,0.327,0.091
20,62917,강구성,NC,0.200,4,5,5,0,1,1,0,0,2,1,0,0,0,0,0,3,0,0.400,0.200,0.600,0,0.000,0.250
21,62537,윤수강,NC,0.192,44,79,73,8,14,6,0,1,23,8,1,0,5,0,0,21,1,0.315,0.244,0.559,2,0.267,1.000
22,73213,손시헌,NC,0.188,67,150,128,12,24,4,0,2,34,14,1,1,15,0,5,20,3,0.266,0.295,0.561,4,0.182,0.000
23,67944,신진호,NC,0.182,20,25,22,1,4,0,0,0,4,1,0,0,3,0,0,10,1,0.182,0.280,0.462,1,0.143,0.000
23,62016,윤병호,NC,0.182,14,37,33,3,6,1,0,0,7,0,1,0,2,0,1,10,0,0.212,0.250,0.462,2,0.000,0.000
25,73306,지석훈,NC,0.181,67,105,94,9,17,2,0,1,22,8,0,3,8,0,0,20,2,0.234,0.238,0.472,3,0.143,0.000
26,76720,정범모,NC,0.179,103,219,190,20,34,9,0,4,55,18,7,3,15,0,4,62,4,0.289,0.250,0.539,6,0.220,0.000
27,66968,이재율,NC,0.171,33,45,41,8,7,1,1,0,10,1,0,0,2,0,2,10,0,0.244,0.244,0.488,2,0.143,0.167
28,68912,김형준,NC,0.160,60,89,81,6,13,1,0,0,14,2,0,0,7,0,1,32,3,0.173,0.236,0.409,0,0.100,0.000
29,64944,박대온,NC,0.160,27,30,25,3,4,0,0,0,4,1,1,0,4,0,0,9,0,0.160,0.276,0.436,1,0.167,0.000
30,68904,오영수,NC,0.133,11,16,15,0,2,0,0,0,2,0,0,0,1,0,0,5,0,0.133,0.188,0.321,0,0.000,0.125
31,79364,김종민,NC,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
31,68906,김철호,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
31,62929,이민호,NC,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
31,68901,이인혁,NC,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
31,66992,조원빈,NC,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
