순위,선수ID,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
53,70410,김주찬,KIA,1루수,100,95,771,3,0,741,31,76,0.996,0,0,0,-
54,76849,이명기,KIA,우익수,99,93,743 2/3,2,0,181,4,1,0.989,0,0,0,-
54,77463,채태인,롯데,1루수,99,78,696 1/3,4,0,630,52,62,0.994,0,0,0,-
54,79150,정주현,LG,2루수,99,95,765 1/3,15,0,167,250,46,0.965,0,0,0,-
57,76249,민병헌,롯데,중견수,98,89,770 2/3,1,0,180,3,1,0.995,0,0,0,-
58,79215,박건우,두산,중견수,95,93,777 1/3,1,0,184,1,1,0.995,0,0,0,-
59,76802,김성현,SK,2루수,94,72,666 2/3,8,0,143,208,54,0.978,0,0,0,-
59,76753,송광민,한화,3루수,94,89,738 1/3,10,0,48,149,18,0.952,0,0,0,-
59,62404,구자욱,삼성,우익수,94,93,789 2/3,4,0,164,11,1,0.978,0,0,0,-
62,78217,김용의,LG,1루수,89,36,435 1/3,1,0,397,34,30,0.998,0,0,0,-
63,71184,이성우,SK,포수,88,31,360 2/3,0,0,315,18,6,1.000,1,19,9,32.1
64,78135,이형종,LG,중견수,86,83,662 1/3,0,0,181,5,1,1.000,0,0,0,-
65,64717,지시완,한화,포수,84,48,433,3,0,400,31,6,0.993,4,31,8,20.5
66,62556,신본기,롯데,유격수,83,59,522 2/3,11,0,81,166,36,0.957,0,0,0,-
67,68525,한동희,롯데,3루수,80,57,505,12,0,36,91,11,0.914,0,0,0,-
67,66838,김동엽,SK,좌익수,80,71,580 1/3,3,0,102,3,0,0.972,0,0,0,-
67,73209,나주환,SK,유격수,80,70,590 2/3,11,0,93,192,41,0.963,0,0,0,-
70,71837,김강민,SK,중견수,79,62,561,2,0,126,2,0,0.985,0,0,0,-
71,66354,주효상,넥센,포수,78,43,366 2/3,2,0,290,26,6,0.994,1,27,15,35.7
71,67394,초이스,넥센,우익수,78,75,664 1/3,2,0,122,3,1,0.984,0,0,0,-
71,74339,유한준,KT,우익수,78,74,606,0,0,119,1,0,1.000,0,0,0,-
74,72456,손주인,삼성,2루수,76,67,512 1/3,5,0,105,175,35,0.982,0,0,0,-
75,63963,권희동,NC,좌익수,75,54,491 1/3,0,0,124,4,2,1.000,0,0,0,-
75,76290,김현수,LG,좌익수,75,56,518 2/3,0,0,119,2,1,1.000,0,0,0,-
75,64610,강한울,삼성,2루수,75,52,495 2/3,4,0,109,154,42,0.985,0,0,0,-
78,62234,류지혁,두산,유격수,74,29,336,4,0,71,109,30,0.978,0,0,0,-
78,62356,김규민,넥센,좌익수,74,43,441 2/3,4,0,101,5,0,0.964,0,0,0,-
80,62244,박세혁,두산,포수,73,32,366 2/3,2,1,283,23,3,0.994,2,15,7,31.8
80,62556,신본기,롯데,3루수,73,52,434,8,0,31,79,12,0.932,0,0,0,-
80,79456,이지영,삼성,포수,73,36,389 1/3,4,0,366,21,5,0.990,3,32,8,20.0
80,70553,박기혁,KT,유격수,73,38,361,3,0,56,124,31,0.984,0,0,0,-
84,79293,오현택,롯데,투수,72,0,64 2/3,0,0,4,12,2,1.000,0,0,0,-
84,60343,이해창,KT,포수,72,36,353 2/3,2,1,277,31,4,0.994,3,33,11,25.0
86,62931,노진혁,NC,유격수,71,48,437 2/3,6,0,65,142,27,0.972,0,0,0,-
86,68050,강백호,KT,좌익수,71,67,535 1/3,6,0,111,7,1,0.952,0,0,0,-
88,62931,노진혁,NC,3루수,70,57,467,9,0,34,111,12,0.942,0,0,0,-
88,66451,최충연,삼성,투수,70,0,85,0,0,2,6,0,1.000,0,0,0,-
90,79358,강윤구,NC,투수,69,0,54 2/3,3,0,0,3,0,0.500,0,0,0,-
90,67703,박상원,한화,투수,69,0,59 2/3,0,0,4,8,2,1.000,0,0,0,-
92,76290,김현수,LG,1루수,68,60,452 1/3,5,0,396,38,39,0.989,0,0,0,-
92,73801,송은범,한화,투수,68,0,79 1/3,2,1,5,19,2,0.923,0,0,0,-
92,68743,정은원,한화,2루수,68,41,402 2/3,3,0,78,124,33,0.985,0,0,0,-
95,67266,박치국,두산,투수,67,0,67,0,0,2,11,2,1.000,0,0,0,-
96,73213,손시헌,NC,유격수,66,49,391 1/3,3,0,83,125,30,0.986,0,0,0,-
96,63704,노수광,SK,중견수,66,59,492,1,0,134,1,0,0.993,0,0,0,-
96,61186,이천웅,LG,좌익수,66,46,389,0,0,90,3,0,1.000,0,0,0,-
96,78148,정찬헌,LG,투수,66,0,65,0,0,4,6,1,1.000,0,0,0,-
96,76650,진해수,LG,투수,66,0,43 2/3,0,0,3,7,1,1.000,0,0,0,-
96,62797,양성우,한화,좌익수,66,52,458,1,0,102,3,1,0.991,0,0,0,-
102,77263,김강률,두산,투수,65,0,76,1,0,6,11,2,0.944,0,0,0,-
102,71842,정상호,LG,포수,65,35,313 2/3,1,0,295,16,3,0.997,4,22,7,24.1
104,62648,김윤동,KIA,투수,64,0,82 2/3,2,0,2,17,0,0.905,0,0,0,-
104,63543,구승민,롯데,투수,64,0,73 2/3,2,1,2,10,0,0.857,0,0,0,-
104,75342,이보근,넥센,투수,64,0,61,2,0,3,5,1,0.800,0,0,0,-
107,61700,강경학,한화,2루수,63,54,468 2/3,1,0,109,149,38,0.996,0,0,0,-
107,60768,이태양,한화,투수,63,0,79 1/3,1,0,5,6,1,0.917,0,0,0,-
109,63248,함덕주,두산,투수,62,0,67,1,0,4,7,0,0.917,0,0,0,-
109,65062,김재윤,KT,투수,62,0,61,0,0,1,8,1,1.000,0,0,0,-
111,61208,정진호,두산,좌익수,61,21,242,0,0,60,1,0,1.000,0,0,0,-
111,79847,김태훈,SK,투수,61,4,94,3,0,6,16,2,0.880,0,0,0,-
111,74359,오주원,넥센,투수,61,0,52 1/3,0,0,3,10,1,1.000,0,0,0,-
114,64022,안중열,롯데,포수,60,55,446 2/3,5,0,373,25,1,0.988,2,27,9,25.0
114,79545,진명호,롯데,투수,60,0,61 2/3,1,0,3,9,0,0.923,0,0,0,-
114,68912,김형준,NC,포수,60,25,254 2/3,5,1,215,17,3,0.979,6,17,8,32.0
114,77927,장필준,삼성,투수,60,0,66 1/3,0,0,4,4,1,1.000,0,0,0,-
118,63722,한승택,KIA,포수,59,29,254 2/3,1,2,235,27,1,0.996,2,11,11,50.0
118,72535,이명우,롯데,투수,59,1,44,1,0,2,12,0,0.933,0,0,0,-
118,76118,원종현,NC,투수,59,0,64 1/3,1,0,9,6,1,0.938,0,0,0,-
118,63123,강승호,SK,2루수,59,50,424 1/3,9,0,119,149,46,0.968,0,0,0,-
118,61411,심창민,삼성,투수,59,0,66 1/3,0,0,1,7,0,1.000,0,0,0,-
123,63704,노수광,SK,좌익수,58,41,362 1/3,0,0,62,5,0,1.000,0,0,0,-
123,65115,안익훈,LG,중견수,58,25,274,0,0,59,1,1,1.000,0,0,0,-
123,76430,김태혁,넥센,투수,58,0,55 2/3,0,1,1,6,0,1.000,0,0,0,-
123,73136,이성열,한화,1루수,58,54,444 2/3,4,0,397,32,37,0.991,0,0,0,-
127,66209,조수행,두산,우익수,57,13,209 2/3,1,0,48,1,0,0.980,0,0,0,-
127,75321,손승락,롯데,투수,57,0,57 2/3,0,0,3,6,0,1.000,0,0,0,-
129,67119,고우석,LG,투수,56,0,67,0,0,6,3,1,1.000,0,0,0,-
129,64759,서균,한화,투수,56,0,37 1/3,1,0,1,6,1,0.875,0,0,0,-
129,75149,홍성용,KT,투수,56,0,45,0,0,3,3,0,1.000,0,0,0,-
132,60634,임기준,KIA,투수,55,0,55 2/3,2,2,2,10,1,0.857,0,0,0,-
132,73248,김승회,두산,투수,55,0,54 2/3,0,0,6,12,3,1.000,0,0,0,-
132,61591,김사훈,롯데,포수,55,24,233 2/3,2,0,234,12,5,0.992,4,29,5,14.7
132,65769,김범수,한화,투수,55,3,48 1/3,0,1,0,7,0,1.000,0,0,0,-
132,74857,정우람,한화,투수,55,0,53 1/3,0,0,3,4,1,1.000,0,0,0,-
132,65056,엄상백,KT,투수,55,0,46 1/3,0,0,3,3,0,1.000,0,0,0,-
132,60558,오태곤,KT,좌익수,55,39,332,0,0,68,0,0,1.000,0,0,0,-
139,61208,정진호,두산,우익수,54,39,348,0,0,76,2,0,1.000,0,0,0,-
139,75138,신재웅,SK,투수,54,0,52,1,1,1,10,1,0.917,0,0,0,-
141,63260,이우성,NC,좌익수,53,32,275 1/3,4,0,67,1,0,0.944,0,0,0,-
141,62884,최항,SK,2루수,53,43,333 2/3,8,0,68,117,22,0.959,0,0,0,-
141,79334,장영석,넥센,1루수,53,21,256 1/3,1,0,245,14,30,0.996,0,0,0,-
141,73738,안영명,한화,투수,53,1,66,0,0,3,7,1,1.000,0,0,0,-
141,66462,김성훈,삼성,2루수,53,22,240 1/3,3,0,58,57,16,0.975,0,0,0,-
146,76849,이명기,KIA,좌익수,52,20,222 1/3,0,0,49,2,0,1.000,0,0,0,-
146,67341,이정후,넥센,우익수,52,40,353 1/3,2,0,70,1,0,0.973,0,0,0,-
148,62056,정영일,SK,투수,51,0,44,0,1,4,6,0,1.000,0,0,0,-
149,75867,김진성,NC,투수,50,0,45 1/3,0,1,3,6,0,1.000,0,0,0,-
149,62929,이민호,NC,투수,50,0,50,0,0,1,7,0,1.000,0,0,0,-
