순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
40,65506,김재유,롯데,87,7,7,0,100,0,1
41,51907,김주원,NC,69,8,6,2,75.0,1,0
41,76849,이명기,NC,56,9,6,3,66.7,2,0
41,61869,정진기,NC,88,9,6,3,66.7,0,0
41,64004,김민혁,KT,75,9,6,3,66.7,3,0
41,78217,김용의,LG,102,6,6,0,100,2,1
41,51100,이영빈,LG,72,9,6,3,66.7,2,0
41,78513,전준우,롯데,144,9,6,3,66.7,4,0
41,61554,김민하,한화,46,9,6,3,66.7,3,1
49,79240,허경민,두산,136,12,5,7,41.7,2,0
49,68730,호잉,KT,68,7,5,2,71.4,1,0
49,68106,이재원,LG,62,6,5,1,83.3,5,0
49,64560,이창진,KIA,105,5,5,0,100,4,1
49,61404,김헌곤,삼성,118,9,5,4,55.6,0,1
49,76802,김성현,SSG,110,7,5,2,71.4,2,0
49,66704,김태연,한화,53,8,5,3,62.5,2,1
49,69737,노시환,한화,107,7,5,2,71.4,4,2
57,66928,박준영,NC,111,7,4,3,57.1,2,1
57,65905,최승민,NC,48,7,4,3,57.1,0,1
57,64468,박계범,두산,118,7,4,3,57.1,4,0
57,62244,박세혁,두산,96,6,4,2,66.7,1,0
57,64504,오윤석,KT,97,4,4,0,100,1,0
57,79192,채은성,LG,110,6,4,2,66.7,2,3
57,62353,박정음,키움,70,6,4,2,66.7,0,0
57,65653,김호령,KIA,62,5,4,1,80.0,1,2
57,68507,장두성,롯데,43,6,4,2,66.7,0,1
57,68362,추재현,롯데,95,7,4,3,57.1,1,1
57,79402,김상수,삼성,132,6,4,2,66.7,5,1
57,68700,이원석,한화,43,6,4,2,66.7,2,0
57,61208,정진호,한화,47,5,4,1,80.0,2,0
57,51714,페레즈,한화,59,9,4,5,44.4,2,0
71,50204,박지훈,두산,34,4,3,1,75.0,1,0
71,50202,안권수,두산,87,3,3,0,100,0,0
71,51003,권동진,KT,86,6,3,3,50.0,5,0
71,64014,김병희,KT,34,3,3,0,100,0,0
71,77564,김민성,LG,121,6,3,3,50.0,3,1
71,76290,김현수,LG,140,3,3,0,100,5,1
71,69102,문보경,LG,107,4,3,1,75.0,1,0
71,61186,이천웅,LG,68,5,3,2,60.0,0,0
71,78135,이형종,LG,90,4,3,1,75.0,2,0
71,79150,정주현,LG,73,6,3,3,50.0,1,0
71,79456,이지영,키움,108,4,3,1,75.0,3,1
71,65586,전병우,키움,115,4,3,1,75.0,0,0
71,69508,신윤후,롯데,71,4,3,1,75.0,3,0
71,79608,안치홍,롯데,119,9,3,6,33.3,4,0
71,71837,김강민,SSG,122,6,3,3,50.0,3,0
71,66864,안상현,SSG,37,4,3,1,75.0,1,0
71,66710,강상원,한화,35,3,3,0,100,1,1
71,63700,장운호,한화,103,9,3,6,33.3,4,2
71,69705,조한민,한화,52,5,3,2,60.0,1,1
71,78288,최재훈,한화,116,5,3,2,60.0,7,0
91,63963,권희동,NC,55,2,2,0,100,1,0
91,76232,양의지,NC,141,3,2,1,66.7,6,0
91,78224,김재환,두산,137,5,2,3,40.0,4,1
91,64153,양석환,두산,133,5,2,3,40.0,6,0
91,77248,오재원,두산,45,2,2,0,100,0,2
91,64007,문상철,KT,53,2,2,0,100,0,1
91,65207,신민재,LG,32,3,2,1,66.7,1,1
91,61102,유강남,LG,130,2,2,0,100,2,2
91,60566,이상호,LG,45,3,2,1,66.7,0,0
91,50167,이주형,LG,14,3,2,1,66.7,0,0
91,64101,한석현,LG,16,2,2,0,100,1,0
91,79365,박동원,키움,131,2,2,0,100,4,0
91,63260,이우성,KIA,65,3,2,1,66.7,2,0
91,62893,최정민,KIA,39,5,2,3,40.0,0,0
91,65464,최정용,KIA,53,2,2,0,100,1,0
91,63895,최민재,롯데,21,2,2,0,100,1,0
91,64610,강한울,삼성,124,4,2,2,50.0,4,0
91,66838,김동엽,삼성,69,3,2,1,66.7,2,0
91,63435,김성표,삼성,39,3,2,1,66.7,0,1
91,69453,이학주,삼성,66,4,2,2,50.0,2,0
91,61353,고종욱,SSG,88,5,2,3,40.0,3,0
91,69825,김창평,SSG,40,3,2,1,66.7,0,0
91,76267,최주환,SSG,116,3,2,1,66.7,3,1
91,69766,유로결,한화,34,3,2,1,66.7,1,0
91,66702,이시원,한화,33,4,2,2,50.0,1,0
91,51706,장지승,한화,24,2,2,0,100,1,0
91,50707,최인호,한화,49,3,2,1,66.7,1,0
91,51725,힐리,한화,67,3,2,1,66.7,2,0
119,62947,나성범,NC,144,3,1,2,33.3,0,0
119,62931,노진혁,NC,107,2,1,1,50.0,0,1
119,66965,도태훈,NC,77,1,1,0,100,0,0
119,62025,이원재,NC,31,1,1,0,100,0,0
119,66968,이재율,NC,23,2,1,1,50.0,2,0
119,74206,김재호,두산,89,2,1,1,50.0,2,0
119,51203,안재석,두산,96,1,1,0,100,1,2
119,51005,김건형,KT,11,1,1,0,100,0,0
119,65040,김태훈,KT,44,1,1,0,100,0,0
119,62802,박승욱,KT,8,1,1,0,100,0,0
119,62556,신본기,KT,96,3,1,2,33.3,2,1
119,51004,알몬테,KT,60,1,1,0,100,2,0
119,74339,유한준,KT,104,1,1,0,100,1,0
119,78548,장성우,KT,127,3,1,2,33.3,3,0
119,50054,천성호,KT,41,1,1,0,100,0,0
119,65132,김재성,LG,58,1,1,0,100,0,0
119,68119,문성주,LG,31,2,1,1,50.0,1,1
119,65898,김웅빈,키움,97,2,1,1,50.0,6,0
119,69306,김주형,키움,36,1,1,0,100,0,0
119,51344,김휘집,키움,34,1,1,0,100,1,0
119,50357,박주홍,키움,23,2,1,1,50.0,0,0
119,64657,박준태,키움,27,1,1,0,100,2,0
119,65362,송우현,키움,69,2,1,1,50.0,2,0
119,61700,강경학,KIA,25,1,1,0,100,1,0
119,66657,이진영,KIA,17,1,1,0,100,0,0
119,51551,나승엽,롯데,60,1,1,0,100,0,0
119,64501,배성근,롯데,78,1,1,0,100,2,0
119,69418,박승규,삼성,59,2,1,1,50.0,1,0
119,75334,오재일,삼성,120,1,1,0,100,3,1
119,75566,이원석,삼성,131,1,1,0,100,2,0
119,61197,최영진,삼성,44,1,1,0,100,1,0
119,67872,로맥,SSG,107,1,1,0,100,6,0
