순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
24,79229,유희관,두산,7.71,15,4,7,0,0,0.364,63,107,10,24,3,23,57,54,2.08
25,69104,남호,두산,10.13,5,0,1,0,0,0.000,2 2/3,3,0,3,0,2,3,3,2.25
26,66160,유재유,두산,10.80,4,0,0,0,0,-,3 1/3,4,2,5,0,1,4,4,2.70
26,69205,이교훈,두산,10.80,11,0,0,0,0,-,8 1/3,13,2,3,1,8,10,10,1.92
28,50296,조제영,두산,10.97,6,0,1,0,0,0.000,10 2/3,18,1,10,1,5,13,13,2.63
29,68260,현도훈,두산,12.46,5,0,0,0,0,-,8 2/3,9,1,13,0,9,12,12,2.54
30,66201,고봉재,두산,27.00,1,0,0,0,0,-,1 1/3,5,1,0,0,0,4,4,3.75
1,75421,오승환,삼성,2.03,64,0,2,44,0,0.000,62,56,3,16,2,57,17,14,1.16
5,73117,우규민,삼성,3.31,60,3,3,2,24,0.500,49,58,5,9,2,35,22,18,1.37
6,65496,홍정우,삼성,3.45,15,2,0,0,0,1.000,15 2/3,14,3,4,0,12,6,6,1.15
7,69439,라이블리,삼성,4.05,6,0,1,0,0,0.000,33 1/3,23,4,13,5,38,16,15,1.08
8,67419,문용익,삼성,4.50,22,2,0,0,2,1.000,22,21,3,10,1,19,11,11,1.41
8,63492,이재익,삼성,4.50,11,2,0,0,0,1.000,10,11,1,12,0,5,6,5,2.30
10,68419,최지명,삼성,4.56,26,5,9,0,2,0.357,122 1/3,143,16,37,2,82,66,62,1.47
11,62920,노건우,삼성,4.74,16,0,2,0,1,0.000,19,10,2,14,1,19,10,10,1.26
12,63960,이상민,삼성,4.74,30,1,1,0,3,0.500,24 2/3,28,2,14,0,14,15,13,1.70
13,67421,최지광,삼성,4.91,60,7,1,0,14,0.875,51 1/3,53,5,27,2,49,30,28,1.56
14,61411,심창민,삼성,5.08,59,3,2,0,16,0.600,51 1/3,47,8,32,6,58,32,29,1.54
15,51454,이승현,삼성,5.26,41,1,4,0,7,0.200,39 1/3,35,3,23,3,46,24,23,1.47
16,51439,몽고메리,삼성,5.37,11,2,5,0,0,0.286,52,46,3,38,4,55,33,31,1.62
17,51460,이재희,삼성,5.40,5,0,1,0,0,0.000,21 2/3,24,2,10,0,17,13,13,1.57
18,61365,김대우,삼성,6.35,31,0,2,0,1,0.000,51,68,7,15,2,27,39,36,1.63
19,61457,임현준,삼성,6.55,27,1,2,0,5,0.333,11,11,0,7,4,8,8,8,1.64
20,68415,양창섭,삼성,6.60,9,1,1,0,1,0.500,15,21,3,8,0,13,11,11,1.93
21,68403,김무신,삼성,6.63,20,0,0,0,1,-,19,25,2,17,1,25,18,14,2.21
22,77927,장필준,삼성,7.27,41,0,0,0,2,-,34 2/3,46,4,27,1,24,30,28,2.11
23,50464,이승민,삼성,8.58,11,1,4,0,0,0.200,35 2/3,50,6,18,3,22,34,34,1.91
24,65844,박세웅,삼성,9.00,4,0,0,0,0,-,3,5,1,3,1,2,4,3,2.67
25,60146,이승현,삼성,9.53,21,1,1,0,1,0.500,17,30,6,8,0,7,18,18,2.24
26,50449,허윤동,삼성,12.27,1,0,1,0,0,0.000,3 2/3,8,1,1,1,3,6,5,2.45
27,64498,구준범,삼성,22.50,1,0,0,0,0,-,2,2,2,3,1,1,5,5,2.50
1,60181,김지용,LG,0.00,3,0,0,0,0,-,4,2,0,1,1,5,0,0,0.75
2,60337,김대유,LG,2.13,64,4,1,0,24,0.800,50 2/3,32,2,15,9,56,13,12,0.93
3,65109,백승현,LG,2.16,16,0,0,0,1,-,16 2/3,13,0,4,2,10,4,4,1.02
4,67119,고우석,LG,2.17,63,1,5,30,0,0.167,58,47,3,23,3,68,15,14,1.21
5,51136,수아레즈,LG,2.18,23,10,2,0,0,0.833,115 1/3,91,4,41,4,126,33,28,1.14
6,69159,정우영,LG,2.22,70,7,3,2,27,0.700,65,43,0,26,8,41,16,16,1.06
7,62146,최성훈,LG,2.43,46,1,1,0,3,0.500,40 2/3,40,2,19,1,33,14,11,1.45
8,76650,진해수,LG,2.44,50,1,0,0,5,1.000,44 1/3,41,2,18,3,39,17,12,1.33
9,69134,이정용,LG,2.97,66,3,3,0,15,0.500,69 2/3,55,4,23,1,74,25,23,1.12
10,65241,채원후,LG,3.12,14,0,0,0,0,-,17 1/3,15,0,20,0,18,8,6,2.02
11,69113,임준형,LG,3.13,6,1,0,0,0,1.000,23,24,0,4,3,21,8,8,1.22
13,72523,고효준,LG,3.86,3,0,0,0,0,-,2 1/3,3,0,0,0,1,1,1,1.29
13,51154,김진수,LG,3.86,3,0,0,0,0,-,2 1/3,2,0,0,0,2,1,1,0.86
15,61101,임찬규,LG,3.87,17,1,8,0,0,0.111,90 2/3,76,7,41,3,67,45,39,1.29
16,73801,송은범,LG,4.10,35,2,2,0,4,0.500,37 1/3,34,1,13,2,19,18,17,1.26
17,63145,배재준,LG,4.13,15,2,2,0,0,0.500,32 2/3,42,1,13,3,23,17,15,1.68
18,63248,함덕주,LG,4.29,16,1,2,0,1,0.333,21,20,2,13,3,18,11,10,1.57
19,50126,이민호,LG,4.30,25,8,9,0,0,0.471,115,89,13,45,14,100,58,55,1.17
20,69168,이상영,LG,4.32,21,1,1,0,0,0.500,50,48,7,32,8,30,28,24,1.60
21,50157,김윤식,LG,4.46,35,7,4,0,1,0.636,66 2/3,65,3,36,6,56,37,33,1.52
22,76455,차우찬,LG,5.24,5,2,1,0,0,0.667,22 1/3,16,2,13,3,12,14,13,1.30
23,61145,이우찬,LG,5.56,15,0,1,0,0,0.000,34,36,3,25,1,27,25,21,1.79
24,63103,류원석,LG,6.00,6,0,0,0,0,-,6,1,0,9,1,8,4,4,1.67
25,67116,오석주,LG,6.48,9,0,0,0,0,-,8 1/3,9,0,6,0,7,6,6,1.80
26,67143,손주영,LG,8.44,7,1,3,0,0,0.250,26 2/3,31,4,20,1,21,25,25,1.91
27,65117,이상규,LG,9.00,7,0,0,0,0,-,6,8,1,2,1,4,6,6,1.67
28,79140,최동환,LG,9.53,8,0,0,0,0,-,5 2/3,6,0,4,2,2,6,6,1.76
29,66145,김대현,LG,12.27,4,0,0,0,0,-,3 2/3,7,2,3,1,4,8,5,2.73
30,67164,이찬혁,LG,18.00,1,0,0,0,0,-,1,1,0,2,0,2,2,2,3.00
31,67122,김태형,LG,27.00,2,0,0,0,0,-,1,0,0,2,1,1,3,3,2.00
1,69367,김인범,키움,0.00,3,0,0,0,0,-,5 1/3,3,0,1,0,5,0,0,0.75
1,69360,조영건,키움,0.00,1,0,0,0,0,-,1,1,0,2,0,3,0,0,3.00
3,69399,윤정현,키움,1.46,10,0,0,0,1,-,12 1/3,11,0,5,1,7,2,2,1.30
5,67313,브리검,키움,2.95,10,7,3,0,0,0.700,61,49,6,26,4,49,25,20,1.23
6,51393,김준형,키움,3.14,14,0,0,0,0,-,14 1/3,15,2,7,3,8,6,5,1.53
7,62360,김태훈,키움,3.22,66,4,2,11,15,0.667,64 1/3,60,1,33,1,52,26,23,1.45
8,68341,안우진,키움,3.26,21,8,8,0,0,0.500,107 2/3,88,13,41,7,110,47,39,1.20
9,67828,김성민,키움,3.28,47,2,3,1,11,0.400,46 2/3,43,4,35,6,36,21,17,1.67
10,63342,조상우,키움,3.48,44,6,5,15,5,0.545,44,30,4,19,2,47,18,17,1.11
11,67391,김재웅,키움,3.54,51,0,1,1,11,0.000,53 1/3,49,5,33,1,47,24,21,1.54
12,62363,한현희,키움,3.89,18,6,2,0,1,0.750,85 2/3,86,4,30,6,61,42,37,1.35
13,78148,정찬헌,키움,4.01,23,9,5,0,0,0.643,114 1/3,133,6,27,6,59,55,51,1.40
14,66305,박승주,키움,4.15,3,0,0,0,0,-,4 1/3,3,0,3,0,1,2,2,1.38
15,65320,최원태,키움,4.58,28,9,11,0,0,0.450,143 1/3,163,11,53,10,93,89,73,1.51
16,61268,양현,키움,4.69,45,1,2,0,5,0.333,48,59,3,26,1,22,31,25,1.77
17,69328,박주성,키움,4.91,13,0,1,0,0,0.000,18 1/3,24,1,9,2,12,11,10,1.80
18,50360,김동혁,키움,5.05,40,0,5,1,0,0.000,82,89,5,34,14,30,51,46,1.50
19,51301,김성진,키움,5.18,46,1,3,0,2,0.250,41 2/3,40,4,23,0,31,30,24,1.51
20,60336,문성현,키움,5.40,4,0,0,0,0,-,3 1/3,3,0,6,0,3,2,2,2.70
21,67603,이승호,키움,5.51,38,1,3,0,5,0.250,47 1/3,55,4,31,1,37,39,29,1.82
22,51334,스미스,키움,6.30,2,1,0,0,0,1.000,10,9,1,5,0,5,7,7,1.40
23,66018,김선기,키움,6.52,21,3,2,0,0,0.600,48 1/3,53,5,22,7,25,38,35,1.55
24,65392,김정인,키움,7.11,11,1,2,0,0,0.333,31 2/3,34,6,18,2,21,26,25,1.64
25,50393,김동욱,키움,9.00,3,0,0,0,0,-,3,7,2,1,0,2,3,3,2.67
26,51359,장재영,키움,9.17,19,0,1,0,0,0.000,17 2/3,15,0,24,3,14,18,18,2.21
27,74359,오주원,키움,9.31,22,1,1,1,0,0.500,19 1/3,35,3,4,0,11,20,20,2.02
28,65398,임규빈,키움,10.38,5,0,0,0,0,-,8 2/3,13,3,4,0,6,10,10,1.96
29,50354,이종민,키움,23.14,2,0,0,0,0,-,2 1/3,4,1,7,0,3,6,6,4.71
30,50397,박관진,키움,81.00,2,0,0,0,0,-,2/3,5,0,3,1,0,9,6,12.00
1,65411,김주온,SSG,0.00,2,0,0,0,0,-,2,1,0,2,1,3,0,0,1.50
1,66858,정동윤,SSG,0.00,1,0,0,0,0,-,2,1,0,1,0,0,0,0,1.00
3,65343,김택형,SSG,2.39,59,5,1,7,4,0.833,75 1/3,61,3,42,3,62,23,20,1.37
4,60841,박종훈,SSG,2.82,9,4,2,0,0,0.667,54 1/3,40,2,17,7,41,19,17,1.05
5,62869,문승원,SSG,2.86,9,2,2,0,0,0.500,50 1/3,42,1,18,2,32,20,16,1.19
6,61895,서진용,SSG,3.34,65,7,5,9,3,0.583,67 1/3,57,9,43,0,62,28,25,1.49
8,64893,박민호,SSG,3.73,40,4,0,0,5,1.000,41,45,3,11,4,19,18,17,1.37
9,51834,르위키,SSG,3.77,4,1,0,0,0,1.000,14 1/3,15,2,2,0,9,6,6,1.19
10,51895,장지훈,SSG,3.92,60,2,5,1,10,0.286,80 1/3,84,6,19,4,51,40,35,1.28
11,69813,하재훈,SSG,4.00,18,1,0,0,2,1.000,18,16,1,16,3,8,8,8,1.78
12,75138,신재웅,SSG,4.32,8,0,0,0,0,-,8 1/3,6,0,5,0,9,4,4,1.32
13,51867,김건우,SSG,4.91,6,0,1,0,0,0.000,11,8,1,12,0,7,7,6,1.82
14,79847,김태훈,SSG,4.97,65,2,4,1,16,0.333,58,55,7,38,10,49,35,32,1.60
15,76430,김태혁,SSG,5.09,50,4,3,6,5,0.571,58 1/3,71,10,30,1,44,33,33,1.73
16,64896,서동민,SSG,5.13,20,0,0,0,0,-,26 1/3,27,5,17,1,24,15,15,1.67
17,64768,조이현,SSG,5.67,30,4,8,1,0,0.333,66 2/3,74,10,26,0,48,46,42,1.50
18,62937,신재영,SSG,5.72,20,0,0,0,0,-,28 1/3,35,3,2,4,27,18,18,1.31
19,60768,이태양,SSG,5.73,40,5,10,0,4,0.333,103 2/3,123,25,32,1,62,66,66,1.50
20,68856,최민준,SSG,5.86,38,3,3,0,4,0.500,86,93,11,50,7,62,56,56,1.66
21,51833,가빌리오,SSG,5.86,15,6,4,0,0,0.600,81 1/3,88,7,30,6,70,54,53,1.45
22,50859,오원석,SSG,5.89,33,7,6,0,2,0.538,110,125,11,73,10,95,84,72,1.80
23,66960,정수민,SSG,6.82,10,1,2,0,0,0.333,30 1/3,34,6,27,1,22,24,23,2.01
24,68896,이채호,SSG,7.20,3,0,0,0,0,-,5,8,2,3,0,3,7,4,2.20
25,51809,조요한,SSG,7.71,6,0,0,0,1,-,7,10,0,9,0,4,6,6,2.71
26,51897,조병현,SSG,8.10,3,0,0,0,0,-,6 2/3,7,1,5,1,8,7,6,1.80
27,62056,정영일,SSG,9.00,1,0,0,0,0,-,2,4,1,0,0,0,2,2,2.00
28,63894,김사윤,SSG,9.87,6,0,1,0,0,0.000,17 1/3,20,5,20,4,21,20,19,2.31
29,76350,김세현,SSG,10.38,5,0,0,0,0,-,4 1/3,9,0,7,0,5,5,5,3.69
30,64861,이건욱,SSG,11.37,5,0,1,0,0,0.000,12 2/3,16,4,19,1,5,16,16,2.76
31,71837,김강민,SSG,13.50,1,0,0,0,0,-,2/3,1,1,1,0,1,1,1,3.00
32,50813,양선률,SSG,27.00,1,0,1,0,0,0.000,1,3,0,3,1,1,3,3,6.00
33,79130,강지광,SSG,36.00,1,0,0,0,0,-,1,3,0,4,0,1,4,4,7.00
1,63991,박진우,NC,1.64,9,0,0,0,1,-,11,6,0,5,1,12,2,2,1.00
2,65949,류진욱,NC,2.08,44,1,0,1,7,1.000,43 1/3,40,2,22,0,31,15,10,1.43
3,77211,이용찬,NC,2.19,39,1,3,16,3,0.250,37,27,2,11,1,35,11,9,1.03
5,51967,파슨스,NC,3.72,24,4,8,0,0,0.333,133,109,9,63,11,148,56,55,1.29
6,78352,임창민,NC,3.79,46,0,3,0,17,0.000,40 1/3,35,2,20,4,29,23,17,1.36
7,69996,노시훈,NC,3.86,5,0,0,0,0,-,4 2/3,4,1,4,0,2,2,2,1.71
8,62655,홍성민,NC,3.92,53,3,4,0,14,0.429,41 1/3,53,3,12,2,26,19,18,1.57
9,63959,임정호,NC,4.15,60,0,4,0,12,0.000,34 2/3,37,2,25,3,24,20,16,1.79
10,76118,원종현,NC,4.25,61,2,2,14,6,0.500,53,67,5,23,3,45,27,25,1.70
12,62966,최금강,NC,4.50,20,2,1,1,0,0.667,28,29,4,17,2,25,14,14,1.64
13,50992,김태경,NC,4.80,7,0,0,0,0,-,15,11,1,9,1,10,8,8,1.33
14,65643,문경찬,NC,4.94,35,0,1,0,4,0.000,31,25,6,20,0,25,20,17,1.45
15,69974,배민서,NC,4.95,32,1,0,0,0,1.000,40,51,3,17,4,23,26,22,1.70
16,60263,이재학,NC,5.20,17,6,6,0,0,0.500,83,74,14,52,6,65,50,48,1.52
17,68900,김영규,NC,5.37,37,5,3,0,6,0.625,63 2/3,69,10,28,1,42,40,38,1.52
18,60339,김건태,NC,5.40,6,0,0,0,0,-,6 2/3,2,1,7,0,5,4,4,1.35
18,50901,안인산,NC,5.40,7,0,0,0,0,-,6 2/3,3,0,7,3,9,5,4,1.50
20,65964,이우석,NC,5.59,10,1,0,0,0,1.000,9 2/3,13,1,7,3,8,6,6,2.07
21,50905,강태경,NC,5.68,3,0,1,0,0,0.000,12 2/3,13,2,10,2,10,8,8,1.82
22,69962,송명기,NC,5.91,24,8,9,0,0,0.471,123 1/3,147,12,58,9,102,83,81,1.66
23,63914,손정욱,NC,6.57,15,1,0,0,0,1.000,12 1/3,17,1,7,0,8,9,9,1.95
24,67962,소이현,NC,6.75,10,0,0,0,0,-,10 2/3,13,1,12,0,10,12,8,2.34
24,68910,이승헌,NC,6.75,5,0,0,0,0,-,5 1/3,9,0,1,0,7,5,4,1.88
26,75867,김진성,NC,7.17,42,2,4,1,9,0.333,37 2/3,43,7,18,1,37,34,30,1.62
27,61295,강동연,NC,7.83,12,3,2,0,1,0.600,23,25,4,14,0,14,21,20,1.70
28,67956,김태현,NC,11.81,6,0,0,0,0,-,5 1/3,5,0,7,4,3,8,7,2.25
29,51948,이용준,NC,21.60,2,0,0,0,0,-,1 2/3,3,0,4,0,1,4,4,4.20
30,67954,김진호,NC,27.00,1,0,1,0,0,0.000,1,2,0,3,0,1,3,3,5.00
1,65514,강태율,롯데,0.00,1,0,0,0,0,-,1/3,2,0,0,0,0,0,0,6.00
1,67504,김정율,롯데,0.00,1,0,0,0,0,-,1,0,0,1,0,1,0,0,1.00
1,66556,박선우,롯데,0.00,1,0,0,0,0,-,2,1,0,0,2,1,0,0,0.50
1,64501,배성근,롯데,0.00,2,0,0,0,0,-,2,2,0,1,0,1,0,0,1.50
1,67588,윤성빈,롯데,0.00,1,0,0,0,0,-,1,0,0,1,0,0,0,0,1.00
1,68362,추재현,롯데,0.00,1,0,0,0,0,-,1,0,0,2,0,0,0,0,2.00
7,50556,최준용,롯데,2.85,44,4,2,1,20,0.667,47 1/3,41,6,16,1,45,16,15,1.20
8,62528,김원중,롯데,3.59,61,4,4,35,0,0.500,62 2/3,50,6,28,3,64,26,25,1.24
11,64565,이인복,롯데,4.11,25,3,0,0,1,1.000,61 1/3,75,5,14,5,45,31,28,1.45
12,63543,구승민,롯데,4.33,68,6,5,0,20,0.545,62 1/3,47,5,31,4,65,30,30,1.25
13,79545,진명호,롯데,4.81,33,2,2,0,3,0.500,24 1/3,20,3,14,2,24,14,13,1.40
14,78536,김대우,롯데,5.09,39,2,2,0,9,0.500,35 1/3,32,4,24,4,31,22,20,1.58
16,68529,이승헌,롯데,5.77,16,0,3,0,0,0.000,57 2/3,65,2,43,7,31,39,37,1.87
17,68585,김도규,롯데,5.79,43,2,1,0,5,0.667,42,41,3,22,0,39,28,27,1.50
18,64718,최설우,롯데,6.20,20,1,2,0,0,0.333,40 2/3,45,4,24,2,28,30,28,1.70
19,51516,김진욱,롯데,6.31,39,4,6,0,8,0.400,45 2/3,42,3,49,3,45,32,32,1.99
20,67539,나균안,롯데,6.41,23,1,2,1,1,0.333,46 1/3,62,4,24,0,27,36,33,1.86
21,76225,김건국,롯데,6.55,13,0,0,0,0,-,22,27,3,14,0,17,16,16,1.86
22,79293,오현택,롯데,6.61,20,0,1,0,1,0.000,16 1/3,28,2,8,1,8,13,12,2.20
23,67591,강동호,롯데,6.75,1,0,0,0,0,-,1 1/3,1,0,1,1,1,1,1,1.50
24,64596,김유영,롯데,7.23,26,1,0,0,0,1.000,18 2/3,21,1,14,2,17,16,15,1.88
25,69539,서준원,롯데,7.33,26,1,3,0,3,0.250,54,72,5,29,2,37,46,44,1.87
26,73211,노경은,롯데,7.35,14,3,5,0,0,0.375,56 1/3,79,11,24,4,35,50,46,1.83
27,63512,박진형,롯데,7.88,22,2,1,0,0,0.667,16,25,1,10,0,23,14,14,2.19
28,68556,정성종,롯데,8.25,12,0,0,0,0,-,12,19,2,8,1,4,12,11,2.25
29,79358,강윤구,롯데,8.44,22,0,1,0,3,0.000,16,21,3,14,1,15,15,15,2.19
30,51546,정우준,롯데,9.53,6,0,0,0,0,-,5 2/3,6,1,5,2,4,6,6,1.94
31,68589,김동우,롯데,10.80,5,0,0,0,0,-,5,10,1,5,0,3,7,6,3.00
31,50036,이강준,롯데,10.80,15,1,0,0,0,1.000,8 1/3,11,1,13,2,4,11,10,2.88
33,51586,김창훈,롯데,11.25,6,0,0,0,0,-,8,13,1,6,0,6,10,10,2.38
34,67454,나원탁,롯데,13.50,2,0,0,0,0,-,2,1,0,3,0,3,3,3,2.00
34,51594,송재영,롯데,13.50,19,0,2,0,1,0.000,14 2/3,24,3,12,1,13,23,22,2.45
34,66557,한승혁,롯데,13.50,7,0,0,0,0,-,4,6,1,5,1,5,6,6,2.75
37,50563,박로건,롯데,16.88,5,0,0,0,0,-,2 2/3,3,1,2,0,2,5,5,1.88
38,50596,홍민기,롯데,27.00,1,0,0,0,0,-,1/3,0,0,2,0,0,1,1,6.00
1,51645,박건우,KIA,0.00,3,0,0,0,0,-,3,2,0,1,1,3,0,0,1.00
1,65464,최정용,KIA,0.00,1,0,0,0,0,-,1/3,1,0,0,0,0,0,0,3.00
1,62908,황윤호,KIA,0.00,1,0,0,0,0,-,2/3,2,0,0,0,0,1,0,3.00
4,50662,정해영,KIA,2.20,64,5,4,34,0,0.556,65 1/3,49,5,28,4,49,18,16,1.18
5,69645,장유호,KIA,3.14,9,0,0,0,0,-,14 1/3,9,1,13,3,5,6,5,1.53
6,63950,장현식,KIA,3.29,69,1,5,1,34,0.167,76 2/3,67,7,42,3,80,28,28,1.42
7,50636,브룩스,KIA,3.35,13,3,5,0,0,0.375,78,93,4,16,1,55,34,29,1.40
8,66609,전상현,KIA,3.46,15,1,0,0,7,1.000,13,15,1,6,0,8,6,5,1.62
9,51665,장민기,KIA,3.47,21,2,1,0,2,0.667,23 1/3,13,1,29,4,22,11,9,1.80
10,51619,멩덴,KIA,3.60,21,8,3,0,0,0.727,120,109,12,35,8,104,53,48,1.20
11,51648,이의리,KIA,3.61,19,4,5,0,0,0.444,94 2/3,69,6,56,2,93,42,38,1.32
12,64580,김재열,KIA,3.86,24,1,0,0,0,1.000,32 2/3,28,4,18,4,18,18,14,1.41
13,68619,윤중현,KIA,3.92,30,5,6,0,2,0.455,82 2/3,91,7,31,14,33,44,36,1.48
14,61666,한승혁,KIA,4.56,8,0,3,0,0,0.000,23 2/3,25,0,10,2,17,15,12,1.48
15,78247,홍상삼,KIA,4.75,49,4,1,0,12,0.800,36,33,6,19,3,33,19,19,1.44
17,51636,다카하시,KIA,4.91,7,1,3,0,0,0.250,36 2/3,46,4,12,4,46,22,20,1.58
