순위,선수ID,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
76,94629,이호준,NC,119,5,3,2,60.0,7,0
76,75441,조영훈,NC,109,6,3,3,50.0,0,0
76,79365,박동원,넥센,127,4,3,1,75.0,5,0
76,76802,김성현,SK,138,6,3,3,50.0,6,0
76,71857,박재상,SK,94,9,3,6,33.3,4,0
76,71610,김경언,한화,66,3,3,0,100,2,0
76,76753,송광민,한화,116,3,3,0,100,5,0
76,71347,장민석,한화,98,6,3,3,50.0,3,2
76,63636,고장혁,KIA,63,5,3,2,60.0,0,1
76,62559,김상호,롯데,114,4,3,1,75.0,4,1
76,66508,나경민,롯데,35,6,3,3,50.0,0,0
76,71562,박종윤,롯데,73,5,3,2,60.0,1,0
76,78513,전준우,롯데,25,6,3,3,50.0,1,0
76,64153,양석환,LG,80,3,3,0,100,3,0
76,60496,김동은,KT,32,4,3,1,75.0,0,0
76,73113,박경수,KT,121,4,3,1,75.0,6,1
97,62244,박세혁,두산,87,4,2,2,50.0,1,0
97,76232,양의지,두산,108,2,2,0,100,8,0
97,66209,조수행,두산,66,5,2,3,40.0,2,0
97,72443,최형우,삼성,138,4,2,2,50.0,6,0
97,63920,김준완,NC,122,7,2,5,28.6,2,0
97,74465,박석민,NC,126,2,2,0,100,3,0
97,79300,김지수,넥센,81,4,2,2,50.0,1,1
97,74215,윤석민,넥센,92,5,2,3,40.0,2,0
97,66838,김동엽,SK,57,3,2,1,66.7,3,1
97,62802,박승욱,SK,36,3,2,1,66.7,2,0
97,75151,정의윤,SK,144,5,2,3,40.0,12,0
97,64646,박찬호,KIA,69,2,2,0,100,1,0
97,78643,백용환,KIA,80,3,2,1,66.7,1,0
97,65506,김재유,롯데,21,5,2,3,40.0,0,0
97,66523,맥스웰,롯데,23,4,2,2,50.0,1,0
97,72546,문규현,롯데,120,5,2,3,40.0,1,1
97,78850,오현근,롯데,19,2,2,0,100,1,0
97,76435,이여상,롯데,61,4,2,2,50.0,1,0
97,71565,이우민,롯데,52,4,2,2,50.0,0,1
97,63077,황목치승,LG,48,4,2,2,50.0,1,0
97,64004,김민혁,KT,26,3,2,1,66.7,0,0
97,77609,김연훈,KT,103,2,2,0,100,1,0
97,64166,배정대,KT,65,3,2,1,66.7,1,1
97,99810,이진영,KT,115,7,2,5,28.6,7,1
121,79290,국해성,두산,58,2,1,1,50.0,1,0
121,75334,오재일,두산,105,1,1,0,100,5,0
121,64499,김재현,삼성,122,2,1,1,50.0,2,0
121,61463,김정혁,삼성,46,2,1,1,50.0,1,0
121,71432,박한이,삼성,110,1,1,0,100,2,0
121,64493,최선호,삼성,60,3,1,2,33.3,1,0
121,73213,손시헌,NC,110,1,1,0,100,5,0
121,62908,황윤호,NC,33,1,1,0,100,1,0
121,79130,강지광,넥센,40,4,1,3,25.0,0,1
121,66306,대니돈,넥센,129,1,1,0,100,3,0
121,61366,홍성갑,넥센,44,1,1,0,100,0,0
121,62864,김민식,SK,88,2,1,1,50.0,2,1
121,76812,이재원,SK,130,6,1,5,16.7,8,1
121,75847,최정,SK,141,3,1,2,33.3,1,1
121,62895,한유섬,SK,6,1,1,0,100,0,0
121,71752,김태균,한화,144,1,1,0,100,7,0
121,66740,로사리오,한화,127,4,1,3,25.0,6,1
121,72303,김민우,KIA,19,1,1,0,100,0,0
121,78603,김선빈,KIA,6,2,1,1,50.0,0,0
121,71207,김원섭,KIA,37,1,1,0,100,1,0
121,74605,김주형,KIA,135,3,1,2,33.3,5,2
121,61743,오준혁,KIA,47,3,1,2,33.3,2,0
121,70756,이범호,KIA,138,2,1,1,50.0,5,0
121,66657,이진영,KIA,17,2,1,1,50.0,0,0
121,77648,이호신,KIA,51,2,1,1,50.0,2,0
121,66606,최원준,KIA,14,2,1,1,50.0,0,0
121,77669,김주현,롯데,21,1,1,0,100,0,0
121,79356,박헌도,롯데,37,1,1,0,100,0,0
121,62164,서상우,LG,56,1,1,0,100,1,0
121,65115,안익훈,LG,68,2,1,1,50.0,1,0
